AUS220,ALD-AUS-1452
AUT1670,ALD-AUT-1458
AZE110,ALD-AZE-1464
BHR3730,ALD-BHR-1470
BGD7840,ALD-BGD-1476
BRB3240,ALD-BRB-1482
BLR4130,ALD-BLR-1488
BEL9800,ALD-BEL-1494
BLZ8620,ALD-BLZ-1500
BEN2810,ALD-BEN-1506
BMU840,ALD-BMU-1512
BTN5050,ALD-BTN-1518
BOL3130,ALD-BOL-1524
BIH8950,ALD-BIH-1530
BWA8140,ALD-BWA-1536
BRA3640,ALD-BRA-1542
BRN870,ALD-BRN-1548
BGR1780,ALD-BGR-1554
BFA4030,ALD-BFA-1560
BDI3990,ALD-BDI-1566
KHM6760,ALD-KHM-1572
CMR120,ALD-CMR-1578
CAN940,ALD-CAN-1584
CPV5700,ALD-CPV-1590
CYM4670,ALD-CYM-1596
CAF9020,ALD-CAF-1602
TCD6520,ALD-TCD-1608
CHL2800,ALD-CHL-1614
CHN8650,ALD-CHN-1620
COL6190,ALD-COL-1626
COM310,ALD-COM-1632
COG7710,ALD-COG-1638
COD7090,ALD-COD-1644
COK8560,ALD-COK-1650
CRI5860,ALD-CRI-1656
HRV6830,ALD-HRV-1662
CUB5280,ALD-CUB-1668
CUW8290,ALD-CUW-1674
CYP2700,ALD-CYP-1680
CZE7150,ALD-CZE-1686
DNK7960,ALD-DNK-1692
DJI2450,ALD-DJI-1698
DMA9210,ALD-DMA-1704
DOM4880,ALD-DOM-1710
TLS8410,ALD-TLS-1716
ECU5000,ALD-ECU-1722
EGY1240,ALD-EGY-1728
SLV8560,ALD-SLV-1734
GNQ2270,ALD-GNQ-1740
ERI9360,ALD-ERI-1746
EST4370,ALD-EST-1752
ETH4070,ALD-ETH-1758
FLK8580,ALD-FLK-1764
FRO2370,ALD-FRO-1770
FSM8180,ALD-FSM-1776
FJI110,ALD-FJI-1782
FIN7760,ALD-FIN-1788
FRA7630,ALD-FRA-1794
PYF6060,ALD-PYF-1800
GAB8180,ALD-GAB-1806
GEO3690,ALD-GEO-1812
DEU9960,ALD-DEU-1818
GHA4700,ALD-GHA-1824
GBR4990,ALD-GBR-1830
GRC6440,ALD-GRC-1836
GRD1390,ALD-GRD-1842
GRE6690,ALD-GRE-1848
GUM4640,ALD-GUM-1854
GUA3550,ALD-GUA-1860
GUI6110,ALD-GUI-1866
GUB2990,ALD-GUB-1872
GUY5680,ALD-GUY-1878
HAI3110,ALD-HAI-1884
HON8010,ALD-HON-1890
HKG8780,ALD-HKG-1896
HUN7360,ALD-HUN-1902
ICE5220,ALD-ICE-1908
IND4160,ALD-IND-1914
INA9240,ALD-INA-1920
IRN6240,ALD-IRN-1926
IRQ4520,ALD-IRQ-1932
IRL5500,ALD-IRL-1938
ISM9730,ALD-ISM-1944
ISR9300,ALD-ISR-1950
ITA6600,ALD-ITA-1956
IVC9810,ALD-IVC-1962
JAM9590,ALD-JAM-1968
JPN6680,ALD-JPN-1974
JOR9260,ALD-JOR-1980
KZH3400,ALD-KZH-1986
KEY3760,ALD-KEY-1992
KIR1070,ALD-KIR-1998
KOS1790,ALD-KOS-2004
KUW4120,ALD-KUW-2010
KYG6590,ALD-KYG-2016
LAO2100,ALD-LAO-2022
LAT2060,ALD-LAT-2028
LEB3720,ALD-LEB-2034
LES8190,ALD-LES-2040
LIB9040,ALD-LIB-2046
LBY9400,ALD-LBY-2052
LIE2280,ALD-LIE-2058
LIT9840,ALD-LIT-2064
LXB2240,ALD-LXB-2070
MAU3960,ALD-MAU-2076
MAC840,ALD-MAC-2082
MAD6720,ALD-MAD-2088
MAW3850,ALD-MAW-2094
MYL6400,ALD-MYL-2100
MDL7130,ALD-MDL-2106
MAL5240,ALD-MAL-2112
MAA5810,ALD-MAA-2118
MAI7320,ALD-MAI-2124
MAN40,ALD-MAN-2130
MAU2730,ALD-MAU-2136
MEX2550,ALD-MEX-2142
MOD5790,ALD-MOD-2148
MOC2050,ALD-MOC-2154
MON5040,ALD-MON-2160
MOG7540,ALD-MOG-2166
MOR9440,ALD-MOR-2172
MOZ5060,ALD-MOZ-2178
MYN8420,ALD-MYN-2184
NMB1890,ALD-NMB-2190
NEP9580,ALD-NEP-2196
NTR8080,ALD-NTR-2202
NCA3030,ALD-NCA-2208
NZL6480,ALD-NZL-2214
NCG5670,ALD-NCG-2220
NGR5290,ALD-NGR-2226
NIG7880,ALD-NIG-2232
PRK9900,ALD-PRK-2238
NCY3630,ALD-NCY-2244
NMI8920,ALD-NMI-2250
NRW1520,ALD-NRW-2256
OMN1880,ALD-OMN-2262
PAK4360,ALD-PAK-2268
PAU9210,ALD-PAU-2274
PAT280,ALD-PAT-2280
PAN7480,ALD-PAN-2286
PNG7940,ALD-PNG-2292
PRG430,ALD-PRG-2298
PER4280,ALD-PER-2304
PHP6810,ALD-PHP-2310
POL1590,ALD-POL-2316
PTR1340,ALD-PTR-2322
PRO2150,ALD-PRO-2328
QTR6290,ALD-QTR-2334
ROM2850,ALD-ROM-2340
RUS3350,ALD-RUS-2346
RWN2380,ALD-RWN-2352
SKN2890,ALD-SKN-2358
SLU2920,ALD-SLU-2364
SAM1440,ALD-SAM-2370
SMA6820,ALD-SMA-2376
STP5690,ALD-STP-2382
SAU2610,ALD-SAU-2388
SEN1170,ALD-SEN-2394
SER810,ALD-SER-2400
SYC4250,ALD-SYC-2406
SLE6770,ALD-SLE-2412
SGP6260,ALD-SGP-2418
SLO6140,ALD-SLO-2424
SLO3580,ALD-SLO-2430
SOS1000,ALD-SOS-2436
SOM9940,ALD-SOM-2442
SOI5780,ALD-SOI-2448
ZSA2900,ALD-ZSA-2454
SGI510,ALD-SGI-2460
KOR5930,ALD-KOR-2466
SSU3120,ALD-SSU-2472
ESP3550,ALD-ESP-2478
SRL4120,ALD-SRL-2484
SUD9690,ALD-SUD-2490
SUR3550,ALD-SUR-2496
SWZ4330,ALD-SWZ-2502
SWE3380,ALD-SWE-2508
SWI2840,ALD-SWI-2514
SYR6060,ALD-SYR-2520
TWN2370,ALD-TWN-2526
TAJ2170,ALD-TAJ-2532
TAN7830,ALD-TAN-2538
THA8730,ALD-THA-2544
BAH4830,ALD-BAH-2550
GAM7570,ALD-GAM-2556
TOG7290,ALD-TOG-2562
TOG6180,ALD-TOG-2568
TAT3880,ALD-TAT-2574
TUN1570,ALD-TUN-2580
TUR3580,ALD-TUR-2586
TKM4170,ALD-TKM-2592
TCI3630,ALD-TCI-2598
TVL1730,ALD-TVL-2604
UGN4620,ALD-UGN-2610
UKR2920,ALD-UKR-2616
UAE1150,ALD-UAE-2622
GRB5740,ALD-GRB-2628
UVG9510,ALD-UVG-2634
URG5370,ALD-URG-2640
UZB300,ALD-UZB-2646
VNT810,ALD-VNT-2652
VAT20,ALD-VAT-2658
VEN7960,ALD-VEN-2664
VNM5800,ALD-VNM-2670
WSA9700,ALD-WSA-2676
YMN3790,ALD-YMN-2682
ZMB5360,ALD-ZMB-2688
ZMV4830,ALD-ZMV-2694
GUI8570,ALD-GUI-2700
GUI9110,ALD-GUB-2706
GUI2360,ALD-GUY-2712
GUI1050,ALD-HAI-2718
GUI2440,ALD-HON-2724
GUI9340,ALD-HKG-2730
GUI9550,ALD-HUN-2736
GUI7680,ALD-ICE-2742
GUI8050,ALD-IND-2748
GUI9820,ALD-IND-2754
GUI930,ALD-IND-2760
AFG7770,ALB-AFG-2766
ALD3350,ALB-ALD-2772
DZA270,ALB-DZA-2778
ASM7630,ALB-ASM-2784
AND4260,ALB-AND-2790
AGO2110,ALB-AGO-2796
ARG4290,ALB-ARG-2802
ARM8620,ALB-ARM-2808
ABW1350,ALB-ABW-2814
AUS220,ALB-AUS-2820
AUT1670,ALB-AUT-2826
AZE110,ALB-AZE-2832
BHR3730,ALB-BHR-2838
BGD7840,ALB-BGD-2844
BRB3240,ALB-BRB-2850
BLR4130,ALB-BLR-2856
BEL9800,ALB-BEL-2862
BLZ8620,ALB-BLZ-2868
BEN2810,ALB-BEN-2874
BMU840,ALB-BMU-2880
BTN5050,ALB-BTN-2886
BOL3130,ALB-BOL-2892
BIH8950,ALB-BIH-2898
BWA8140,ALB-BWA-2904
BRA3640,ALB-BRA-2910
BRN870,ALB-BRN-2916
BGR1780,ALB-BGR-2922
BFA4030,ALB-BFA-2928
BDI3990,ALB-BDI-2934
KHM6760,ALB-KHM-2940
CMR120,ALB-CMR-2946
CAN940,ALB-CAN-2952
CPV5700,ALB-CPV-2958
CYM4670,ALB-CYM-2964
CAF9020,ALB-CAF-2970
TCD6520,ALB-TCD-2976
CHL2800,ALB-CHL-2982
CHN8650,ALB-CHN-2988
COL6190,ALB-COL-2994
COM310,ALB-COM-3000
COG7710,ALB-COG-3006
COD7090,ALB-COD-3012
COK8560,ALB-COK-3018
CRI5860,ALB-CRI-3024
HRV6830,ALB-HRV-3030
CUB5280,ALB-CUB-3036
CUW8290,ALB-CUW-3042
CYP2700,ALB-CYP-3048
CZE7150,ALB-CZE-3054
DNK7960,ALB-DNK-3060
DJI2450,ALB-DJI-3066
DMA9210,ALB-DMA-3072
DOM4880,ALB-DOM-3078
TLS8410,ALB-TLS-3084
ECU5000,ALB-ECU-3090
EGY1240,ALB-EGY-3096
SLV8560,ALB-SLV-3102
GNQ2270,ALB-GNQ-3108
ERI9360,ALB-ERI-3114
EST4370,ALB-EST-3120
ETH4070,ALB-ETH-3126
FLK8580,ALB-FLK-3132
FRO2370,ALB-FRO-3138
FSM8180,ALB-FSM-3144
FJI110,ALB-FJI-3150
FIN7760,ALB-FIN-3156
FRA7630,ALB-FRA-3162
PYF6060,ALB-PYF-3168
GAB8180,ALB-GAB-3174
GEO3690,ALB-GEO-3180
DEU9960,ALB-DEU-3186
GHA4700,ALB-GHA-3192
GBR4990,ALB-GBR-3198
GRC6440,ALB-GRC-3204
GRD1390,ALB-GRD-3210
GRE6690,ALB-GRE-3216
GUM4640,ALB-GUM-3222
GUA3550,ALB-GUA-3228
GUI6110,ALB-GUI-3234
GUB2990,ALB-GUB-3240
GUY5680,ALB-GUY-3246
HAI3110,ALB-HAI-3252
HON8010,ALB-HON-3258
HKG8780,ALB-HKG-3264
HUN7360,ALB-HUN-3270
ICE5220,ALB-ICE-3276
IND4160,ALB-IND-3282
INA9240,ALB-INA-3288
IRN6240,ALB-IRN-3294
IRQ4520,ALB-IRQ-3300
IRL5500,ALB-IRL-3306
ISM9730,ALB-ISM-3312
ISR9300,ALB-ISR-3318
ITA6600,ALB-ITA-3324
IVC9810,ALB-IVC-3330
JAM9590,ALB-JAM-3336
JPN6680,ALB-JPN-3342
JOR9260,ALB-JOR-3348
KZH3400,ALB-KZH-3354
KEY3760,ALB-KEY-3360
KIR1070,ALB-KIR-3366
KOS1790,ALB-KOS-3372
KUW4120,ALB-KUW-3378
KYG6590,ALB-KYG-3384
LAO2100,ALB-LAO-3390
LAT2060,ALB-LAT-3396
LEB3720,ALB-LEB-3402
LES8190,ALB-LES-3408
LIB9040,ALB-LIB-3414
LBY9400,ALB-LBY-3420
LIE2280,ALB-LIE-3426
LIT9840,ALB-LIT-3432
LXB2240,ALB-LXB-3438
MAU3960,ALB-MAU-3444
MAC840,ALB-MAC-3450
MAD6720,ALB-MAD-3456
MAW3850,ALB-MAW-3462
MYL6400,ALB-MYL-3468
MDL7130,ALB-MDL-3474
MAL5240,ALB-MAL-3480
MAA5810,ALB-MAA-3486
MAI7320,ALB-MAI-3492
MAN40,ALB-MAN-3498
MAU2730,ALB-MAU-3504
MEX2550,ALB-MEX-3510
MOD5790,ALB-MOD-3516
MOC2050,ALB-MOC-3522
MON5040,ALB-MON-3528
MOG7540,ALB-MOG-3534
MOR9440,ALB-MOR-3540
MOZ5060,ALB-MOZ-3546
MYN8420,ALB-MYN-3552
NMB1890,ALB-NMB-3558
NEP9580,ALB-NEP-3564
NTR8080,ALB-NTR-3570
NCA3030,ALB-NCA-3576
NZL6480,ALB-NZL-3582
NCG5670,ALB-NCG-3588
NGR5290,ALB-NGR-3594
NIG7880,ALB-NIG-3600
PRK9900,ALB-PRK-3606
NCY3630,ALB-NCY-3612
NMI8920,ALB-NMI-3618
NRW1520,ALB-NRW-3624
OMN1880,ALB-OMN-3630
PAK4360,ALB-PAK-3636
PAU9210,ALB-PAU-3642
PAT280,ALB-PAT-3648
PAN7480,ALB-PAN-3654
PNG7940,ALB-PNG-3660
PRG430,ALB-PRG-3666
PER4280,ALB-PER-3672
PHP6810,ALB-PHP-3678
POL1590,ALB-POL-3684
PTR1340,ALB-PTR-3690
PRO2150,ALB-PRO-3696
QTR6290,ALB-QTR-3702
ROM2850,ALB-ROM-3708
RUS3350,ALB-RUS-3714
RWN2380,ALB-RWN-3720
SKN2890,ALB-SKN-3726
SLU2920,ALB-SLU-3732
SAM1440,ALB-SAM-3738
SMA6820,ALB-SMA-3744
STP5690,ALB-STP-3750
SAU2610,ALB-SAU-3756
SEN1170,ALB-SEN-3762
SER810,ALB-SER-3768
SYC4250,ALB-SYC-3774
SLE6770,ALB-SLE-3780
SGP6260,ALB-SGP-3786
SLO6140,ALB-SLO-3792
SLO3580,ALB-SLO-3798
SOS1000,ALB-SOS-3804
SOM9940,ALB-SOM-3810
SOI5780,ALB-SOI-3816
ZSA2900,ALB-ZSA-3822
SGI510,ALB-SGI-3828
KOR5930,ALB-KOR-3834
SSU3120,ALB-SSU-3840
ESP3550,ALB-ESP-3846
SRL4120,ALB-SRL-3852
SUD9690,ALB-SUD-3858
SUR3550,ALB-SUR-3864
SWZ4330,ALB-SWZ-3870
SWE3380,ALB-SWE-3876
SWI2840,ALB-SWI-3882
SYR6060,ALB-SYR-3888
TWN2370,ALB-TWN-3894
TAJ2170,ALB-TAJ-3900
TAN7830,ALB-TAN-3906
THA8730,ALB-THA-3912
BAH4830,ALB-BAH-3918
GAM7570,ALB-GAM-3924
TOG7290,ALB-TOG-3930
TOG6180,ALB-TOG-3936
TAT3880,ALB-TAT-3942
TUN1570,ALB-TUN-3948
TUR3580,ALB-TUR-3954
TKM4170,ALB-TKM-3960
TCI3630,ALB-TCI-3966
TVL1730,ALB-TVL-3972
UGN4620,ALB-UGN-3978
UKR2920,ALB-UKR-3984
UAE1150,ALB-UAE-3990
GRB5740,ALB-GRB-3996
UVG9510,ALB-UVG-4002
URG5370,ALB-URG-4008
UZB300,ALB-UZB-4014
VNT810,ALB-VNT-4020
VAT20,ALB-VAT-4026
VEN7960,ALB-VEN-4032
VNM5800,ALB-VNM-4038
WSA9700,ALB-WSA-4044
YMN3790,ALB-YMN-4050
ZMB5360,ALB-ZMB-4056
ZMV4830,ALB-ZMV-4062
GUI8570,ALB-GUI-4068
GUI9110,ALB-GUB-4074
GUI2360,ALB-GUY-4080
GUI1050,ALB-HAI-4086
GUI2440,ALB-HON-4092
GUI9340,ALB-HKG-4098
GUI9550,ALB-HUN-4104
GUI7680,ALB-ICE-4110
GUI8050,ALB-IND-4116
GUI9820,ALB-IND-4122
GUI930,ALB-IND-4128
AFG7770,DZA-AFG-4134
ALD3350,DZA-ALD-4140
ALB6490,DZA-ALB-4146
ASM7630,DZA-ASM-4152
AND4260,DZA-AND-4158
AGO2110,DZA-AGO-4164
ARG4290,DZA-ARG-4170
ARM8620,DZA-ARM-4176
ABW1350,DZA-ABW-4182
AUS220,DZA-AUS-4188
AUT1670,DZA-AUT-4194
AZE110,DZA-AZE-4200
BHR3730,DZA-BHR-4206
BGD7840,DZA-BGD-4212
BRB3240,DZA-BRB-4218
BLR4130,DZA-BLR-4224
BEL9800,DZA-BEL-4230
BLZ8620,DZA-BLZ-4236
BEN2810,DZA-BEN-4242
BMU840,DZA-BMU-4248
BTN5050,DZA-BTN-4254
BOL3130,DZA-BOL-4260
BIH8950,DZA-BIH-4266
BWA8140,DZA-BWA-4272
BRA3640,DZA-BRA-4278
BRN870,DZA-BRN-4284
BGR1780,DZA-BGR-4290
BFA4030,DZA-BFA-4296
BDI3990,DZA-BDI-4302
KHM6760,DZA-KHM-4308
CMR120,DZA-CMR-4314
CAN940,DZA-CAN-4320
CPV5700,DZA-CPV-4326
CYM4670,DZA-CYM-4332
CAF9020,DZA-CAF-4338
TCD6520,DZA-TCD-4344
CHL2800,DZA-CHL-4350
CHN8650,DZA-CHN-4356
COL6190,DZA-COL-4362
COM310,DZA-COM-4368
COG7710,DZA-COG-4374
COD7090,DZA-COD-4380
COK8560,DZA-COK-4386
CRI5860,DZA-CRI-4392
HRV6830,DZA-HRV-4398
CUB5280,DZA-CUB-4404
CUW8290,DZA-CUW-4410
CYP2700,DZA-CYP-4416
CZE7150,DZA-CZE-4422
DNK7960,DZA-DNK-4428
DJI2450,DZA-DJI-4434
DMA9210,DZA-DMA-4440
DOM4880,DZA-DOM-4446
TLS8410,DZA-TLS-4452
ECU5000,DZA-ECU-4458
EGY1240,DZA-EGY-4464
SLV8560,DZA-SLV-4470
GNQ2270,DZA-GNQ-4476
ERI9360,DZA-ERI-4482
EST4370,DZA-EST-4488
ETH4070,DZA-ETH-4494
FLK8580,DZA-FLK-4500
FRO2370,DZA-FRO-4506
FSM8180,DZA-FSM-4512
FJI110,DZA-FJI-4518
FIN7760,DZA-FIN-4524
FRA7630,DZA-FRA-4530
PYF6060,DZA-PYF-4536
GAB8180,DZA-GAB-4542
GEO3690,DZA-GEO-4548
DEU9960,DZA-DEU-4554
GHA4700,DZA-GHA-4560
GBR4990,DZA-GBR-4566
GRC6440,DZA-GRC-4572
GRD1390,DZA-GRD-4578
GRE6690,DZA-GRE-4584
GUM4640,DZA-GUM-4590
GUA3550,DZA-GUA-4596
GUI6110,DZA-GUI-4602
GUB2990,DZA-GUB-4608
GUY5680,DZA-GUY-4614
HAI3110,DZA-HAI-4620
HON8010,DZA-HON-4626
HKG8780,DZA-HKG-4632
HUN7360,DZA-HUN-4638
ICE5220,DZA-ICE-4644
IND4160,DZA-IND-4650
INA9240,DZA-INA-4656
IRN6240,DZA-IRN-4662
IRQ4520,DZA-IRQ-4668
IRL5500,DZA-IRL-4674
ISM9730,DZA-ISM-4680
ISR9300,DZA-ISR-4686
ITA6600,DZA-ITA-4692
IVC9810,DZA-IVC-4698
JAM9590,DZA-JAM-4704
JPN6680,DZA-JPN-4710
JOR9260,DZA-JOR-4716
KZH3400,DZA-KZH-4722
KEY3760,DZA-KEY-4728
KIR1070,DZA-KIR-4734
KOS1790,DZA-KOS-4740
KUW4120,DZA-KUW-4746
KYG6590,DZA-KYG-4752
LAO2100,DZA-LAO-4758
LAT2060,DZA-LAT-4764
LEB3720,DZA-LEB-4770
LES8190,DZA-LES-4776
LIB9040,DZA-LIB-4782
LBY9400,DZA-LBY-4788
LIE2280,DZA-LIE-4794
LIT9840,DZA-LIT-4800
LXB2240,DZA-LXB-4806
MAU3960,DZA-MAU-4812
MAC840,DZA-MAC-4818
MAD6720,DZA-MAD-4824
MAW3850,DZA-MAW-4830
MYL6400,DZA-MYL-4836
MDL7130,DZA-MDL-4842
MAL5240,DZA-MAL-4848
MAA5810,DZA-MAA-4854
MAI7320,DZA-MAI-4860
MAN40,DZA-MAN-4866
MAU2730,DZA-MAU-4872
MEX2550,DZA-MEX-4878
MOD5790,DZA-MOD-4884
MOC2050,DZA-MOC-4890
MON5040,DZA-MON-4896
MOG7540,DZA-MOG-4902
MOR9440,DZA-MOR-4908
MOZ5060,DZA-MOZ-4914
MYN8420,DZA-MYN-4920
NMB1890,DZA-NMB-4926
NEP9580,DZA-NEP-4932
NTR8080,DZA-NTR-4938
NCA3030,DZA-NCA-4944
NZL6480,DZA-NZL-4950
NCG5670,DZA-NCG-4956
NGR5290,DZA-NGR-4962
NIG7880,DZA-NIG-4968
PRK9900,DZA-PRK-4974
NCY3630,DZA-NCY-4980
NMI8920,DZA-NMI-4986
NRW1520,DZA-NRW-4992
OMN1880,DZA-OMN-4998
PAK4360,DZA-PAK-5004
PAU9210,DZA-PAU-5010
PAT280,DZA-PAT-5016
PAN7480,DZA-PAN-5022
PNG7940,DZA-PNG-5028
PRG430,DZA-PRG-5034
PER4280,DZA-PER-5040
PHP6810,DZA-PHP-5046
POL1590,DZA-POL-5052
PTR1340,DZA-PTR-5058
PRO2150,DZA-PRO-5064
QTR6290,DZA-QTR-5070
ROM2850,DZA-ROM-5076
