2080693,Luna Bar,+49 (0) 69 294774,http://luna-bar.de/,Bar,Corriverton
1742843,k'ties Petite France,0 61 73 - 99 52 016,,"Bakery, Café",Jeremie
949630,Yours Australian Bar,+49(0)69282100,http://www.yours-bars.de,Australian,Yoro
2496074,Leonhards,069 2191377,,International,Hong Kong
4890774,Urfa wiesbaden,17631397194,http://www.urfa-kebaphaus-wiesbaden.de,Turkish,Veszprem
6784045,Yaomi,069- 24 24 68 33,,Japanese,Borgarnes
1951135,Wagner im Opelbad,0611 52 51 00,http://www.wagner-gastronomie.de,"European, French, German, Family Fare",Panaji
742795,Burggraf Brau,+49 6251 72525,http://www.burggraf-auerbach.de,"American, Brazilian, German",Binjai
3221299,Bodega Barcelona,,,Spanish,Yasuj
4053392,Lianda,06151 9506262,http://www.lian-da.de,Italian,Dahuk
3667962,Cafe Orchidee,Website,http://www.netzer.de,Café,Ros Comain
2394887,Main Wurschtl,(069) 28 22 17,http://www.main-wuerschtl.de,"German, Fast food",Douglas
963244,Hackbarths Restaurant,0208-22188,,European,Ramla
3606095,Tap Tim Thai,,,Thai,Potenza
2436089,Havanita Restaurant,069/300 65 250,https://www.facebook.com/,Cuban,Touba
6480295,Misaki Sushi,611 36029030,http://www.misakisushi-wiesbaden.de/,Sushi,Lucea
938849,Harvey s,069-497303,,German,Okayama
2492404,Vicino,06151-9186957,http://www.vicino-darmstadt.de,Italian,Al Mafraq
2645243,Margarete,069/13 06 65 01,http://www.margarete-restaurant.de/,International,Turgay
4225387,Pizzeria Taverna,,,"Diner, Italian",Nyeri
3692242,Ristorante Leon d'Oro,69439769,http://www.restaurant-leondoro.de,Italian,Tarawa
2425700,Rimbachfarm,06663 234,http://www.rimbachfarm.de/,Central European,Prizren
3405527,Memo Pizza Kebab,,,Turkish,Hawalli
6001602,Oceans Restaurant Bar Lounge,+49 69 87206182,http://www.oceans-frankfurt.de,Mediterranean,Tokmak
1838953,Weinwirtschaft Heiping,06151/5016070,http://www.heiping.homepage.t-online.de,"German, Healthy",Ban Houayxay
1972874,"Imbiss Le Mai
- CLOSED",,,Vietnamese,Rezekne
6637413,Thai Time,069 74 30 90 30,http://www.thaitime.de/anfahrt_frankfurt.html,Thai,B'abda
1526892,Ristorante Il Convento,,,Italian,Teyateyaneng
5416365,Lamoraga Frankfurt,Website,http://www.lamoraga.com,Spanish,Barclayville
3682265,Osteria Delizie,069 92886862,http://www.delizie-frankfurt.de/,Italian,Dirj
6782137,Italian West,+(49)069 715 85 417,http://www.italianwest.de,"Italian, Mediterranean, Pizza, Seafood, Pasta",Vaduz
4542176,Cafe Windrose,,,German,Panevezys
6562472,Il Bacco Restaurant & Wine,+(49)06142911910,http://ilbacco.de/,Pizza & Pasta,Diekirch
1747470,Adler Wirtschaft,06723 - 7982,http://www.adlerwirtschaft.de/,German,Macau
3389402,Tassili Mexican Restaurant,02772 81511,http://www.tassili-restaurant.de,Mexican,Tetovo
3737108,Bel Air Cafe & Cocktail Bar,,,International,Sambava
4056423,Schama Restaurant mit Stil,+(49)6174/5684,http://www.Restaurant-Schama.de,"German, Indian",Mzimba
3609703,Restaurant Ouzeri,06831-5014498,http://www.restaurant-ouzeri.de/,Greek,Kangar
3157057,Lago di Garda,0391 5639658,,Italian,Male
4942975,Volkshaus Ristorante da Franco,,,Italian,Goundam
959367,Binding Stuebchen,069-771234,,Gastropub,Valletta
4921286,Ristorante Roma II,06034 9022975,,Pizza & Pasta,Majuro
2718343,Zum Rothen Lowen,06181 254706,http://www.hanau.de/tourismus/fuehrung/009157/,German,Fderik
3193758,Landgasthof Carolus,Website,http://www.landgasthof-carolus.de,Czech,Curepipe
4880509,Burger King,,,Fast food,Vicente Guerrero
4698159,Landgasthof Geiersmuhle,6066 721,http://www.geiersmuehle.de,Mediterranean,Dubasari
3245396,Die Kartoffelkuche,06126 8074,http://www.xn--die-kartoffelkche-g3b.de/,German,Monaco
6476958,TSV Clubhaus Hellas Taverna,621 82058329,,Greek,Suchboatar
956974,"China-Town
- CLOSED",09741-3882,,Chinese,Podgorica
1346404,Sohar's Koscher-Restaurant,69 752341,http://www.sohars-restaurant.com,Israeli,Ksar El Kebir
3687258,Zum Woigiggel,Website,http://www.woigiggel.de,German,Moatize
3700892,La Pineta,,,Italian,Loikaw
2692890,Der Zwinger,03691 203343,,Contemporary,Omaruru
2445458,Parkhotel Prinz Carl,+49 6241 / 308-0,http://www.parkhotel-prinzcarl.de,Eclectic,Sallyan
4366740,A Tavola,Website,http://www.atavola.kitchen/impressum.html,Italian,Assen
6511364,Stolberger Hof,34654 320,http://www.stolbergerhof.de/,European,Noumea
4374280,Mextreme,0345 - 67820730,http://mextreme.net/mex/,Mexican,Greymouth
2718348,Pizzeria Villa Aurora,06184 63132,http://www.stadtbranchenbuch.com/langenselbold/1141146.html,Italian,Somoto
6224846,Pizza & Pasta Factoria,+(49)6943057012,http://pizzapastafactoria.de/,"Vegetarian, International, Pizza & Pasta, Grill",Goure
1745660,China Garden,,,Chinese,Umuahia
3966470,La Toscana,,,Italian,Sariwon
692688,Ente,611-13-36-66,,"Asian, European",Kyrenia
3692932,La Vita,,,Italian,Capitol Hill
3538757,Restaurant Palais von Hausen,06251/1039771,http://www.restaurant-palais.de,"French, German",Arendal
2436509,Incontro,,,Italian,Alayat Samail
2325012,Akropolis-Athen,06052 4311,,Greek,Parachinar
1757317,Zum Adler,+49 (0) 60 81 / 55 15,,German,Koror
3928065,Martin's Thai Bistro,+49 6105 94 32 62,http://www.martins-thai-bistro.de,Thai,Ramallah
5510995,Panu,6998661141,,"Chinese, Indonesian",El Porvenir
1344948,Thai-Restaurant Ruan Mhai,6109504691,,Thai,Wabag
5804033,Zur Rose,06201/43802,,Greek,Mariscal Jose F. Estigarribia
3982952,GUSTO Tavola Calda,Website,http://gusto-kassel.de/index.php?colorScheme=dark,Italian,Ferrenafe
3245217,Zum Kusterhaus,+49 36014/039418,,Delicatessen,San Carlos
3165100,Kral Bistro,,,Turkish,Olsztyn
4886830,Gabis Schlemmerstube,+(49)0661-9618299,,"German, Fast food",Aveiro
4131092,Hama Sushi,069 71719759,http://www.frankfurt.hamasushi.de/Home_page.php,"Sushi, Japanese, Seafood",Ponce
1852317,Gregorelli's,+49 69-40322216,http://www.gregorellis.de,Italian,Doha
1946592,Luna y Sol,+49 (0)6172171617,http://luna-y-sol.de/,Spanish,Targu Jiu
4341629,Bistro Banane,6105406821,http://www.bistrobanane.de,Asian,Nazran
4736268,Gutsausschank Klingenberg,994000000000,http://www.gutsausschank-klingenberg.de/,"German, Wine Bar",Gikongoro
1357545,Poseidon,+49 6078 2685,http://www.poseidon-gross-umstadt.de,Greek,Basseterre
3504621,Tapas Espanol,60742152012,http://tapas-espanol.de/,"Diner, Mexican, Portuguese, Spanish, Tapas",Castries
959493,Pizza Edoardo,0641-37402,,"Italian, Pizza",Apia
4946190,Burger King,,,American,San Marino
3674572,Ristorante Bella Napoli,03471 626009,,Italian,Santo Antonio
2671266,Restaurant im Hilton Garden Inn Hotel,Website,http://www.hiltonhotels.de/deutschland/hilton-garden-inn-frankfurt-airport?WT.srch=1,European,An Nabk
2074316,La Bodega,+49 6142,,Spanish,Fatick
4597968,Da Marietto,069 725272,,Italian,Subotica
3832873,Taipan,069 – 850 992 88,http://www.taipan-grill.de,Mongolian,Victoria
2078252,"Cafe Plazz
- CLOSED",+49(0)69 774827,http://www.plazzcafe.de/,Café,Makeni
3255298,Sushi Circle,069-405 862 01,http://www.sushi-circle.de/,Sushi,Singapore
6390863,Eis Cafe Nigro,+(49)06171694280,,"Ice cream, Café",Banska Bystrica
1874924,Crell Cuisine,+49 069 - 49 89 67,http://www.crell-cuisine.de,"Crell Cuisine in Frankfurt is a popular place for people who enjoy haute cuisine. The leather seats are comfortable, the tables look simple and stylish and the food is creative with influences from around the world. Using only the freshest ingredients, there are salads, pasta, fish and meat dishes prepared with considerable attention to detail. Prices are reasonable and the restaurant is easy to get to with the U-Bahn underground station Merianplatz situated nearby.",Maribor
6541714,Restaurant Akropolis,55202213,,Greek,Gizo
3692105,Jiang Nan,,,Chinese,Xuddur
1040375,Higematsu,069 / 28 06 88,,Japanese,Laascaanood
2489583,Brasserie Le Coq,0561 7285131,,French,Qacha's Nek
3674812,Linzer Stube,,,Austrian,Grytviken
4498882,Trimurti,561 7668866,http://www.trimurti-restaurant.de/,"Indian, Vegan, Vegetarian",Eumseong
3975459,Landgasthaus zur Rose,Website,http://www.gasthaus-rose-taunus.de/,European,Bentiu
2716958,Naturfreundehaus billtal,,,German,Merida
3848176,Frankfurter Kueche,,,German,Trincomalee
3675006,Knallhutte,Website,http://www.knallhuette.de/,Contemporary,Ed Damazin
1928714,La Vela,+49 069 13826402,http://lavela-frankfurt.de/,Italian,Onverwacht
2267094,Sabai Sabai,,,Thai,Piggs Peak
2718511,Gasthof Huehnerkirche,06126 8321,,German,Falun
3737164,La Pergola,Website,http://www.lapergola-ristorante.de,Italian,Delemont
1495640,Mongo's Restaurant,069-24240650,http://www.mongos.de,"Asian, Barbecue, Asian fusion",Dar'a
6155984,Hotel Restaurant Cafe,60842051,http://hotelsandplacken.de/index.html,"Café, Romanian, International",Bade
4057723,Leib und Seele,5661/9034015,http://www.leib-und-seele-Melsungen.de,Contemporary,Leninobod
3187243,Hofgut Reinheim,Website,http://www.reinheim-hofgut.de/,International,Wete
1360039,Schuhbeck's Check Inn Restaurant,+49 6103 485938-0,http://www.schuhbecks-checkinn-news.de/,"German, Bar, Brew Pub, Family Fare",Mae Hong Son
959900,"Park Cafe
- CLOSED",0611-39321,,European,Freeport
1775354,Princess Garden,06192-45618,http://www.chinarestaurant-princessgarden.de,"Asian, Chinese, Thai, Szechuan",Georgetown
1929525,Restaurant Lai,+49 06181 6182261,http://www.restaurantlai.de,Asian,Bassar
3725643,Alexis Zorbas,,,Greek,Neiafu
3326620,Hotel-Restaurant-Cafe Schoene Aussicht,+49 610950470,http://www.schoene-aussicht.de,Café,San Fernando
2291706,Rosmarin im Waldeck,+49 (0) 6192 9612 877,,International,Medemine
4506956,Asparagus Pub,06152-57000,http://www.asparagus-4you.de,International,Kirklareli
3328530,Dorfkrug,06152 52623,,German,Gyzlarbat
2623096,Metropol Tandure,06142 7952522,http://www.tandure.com/,Turkish,Grand Turk
4942678,Resttaurant Abbel Seppel,6182-3426,http://www.aebbelseppel.de,German,Funafuti
2263218,Local Central,+49 (0) 6421 25390,,German,Kalangala
2171344,Thueinger Weingut Zahn,+49 34466 20356,http://www.erlebnisweingut.de/,"German, Winery",Mykolayiv
2468301,Scheffler,,,German,Umm al Qaywayn
783828,Iwase,069 / 28 39 92,,Japanese,Greenock
1006122,Gorbis Bistro,0611-305012,,"Bar, Grill",Faribault
4743806,Hessenperle,5605 3051703,http://www.hessenperle-kaufungen.de,German,Washington D.C.
2519154,Cafe Mozart,+49 (0)69 291954,http://www.cafemozart-frankfurt.de/english/index.php,Café,Christiansted
1340289,Chalet 18,+49 69 702814,http://www.chalet-18.de/,French,Colonia del Sacramento
6673331,Landgasthof Behl,60244766,,International,Khujayli
3692638,Silberbaum,,,German,Luganville
1439698,"Restaurant Maximilian""s im Quellenhof",+49 6196 28266,http://www.quellenhof-badsoden.de/,International,Vatican City
4367034,e Basta!,+49 69 15345050,,Italian,San Carlos
2515785,Durum Kebap Haus,,,Turkish,Tay Ninh
2372382,Weingut Bur,,,German,Bir Lehlou
5646585,Restaurant _kuli.nariath,(06146) 9098970,http://www.kulinariath.de,German,Al Bayda
2632691,Haxen Reichert,+49 69/30089930,http://www.haxen-reichert.de/,European,Kawambwa
1877148,Trattoria Da Vincenzo,+49 0611 374978,,Italian,Mazowe
1965547,Thong Thai,+49(0)69 92882977,http://www.thong-thai.com/,Thai,Beyla
959430,Groessenwahn,069-599356,http://www.cafe-groessenwahn.de/startseite/,Contemporary,Gueckedou
4366432,ZOLLAMT Restaurant,+(49)6721-1869666,http://zollamtbingen.de/,"Barbecue, Café, German, International, Bar",Dinguiraye
2044011,Le Belge,069 56 99 70 20,http://www.lebelge.de/,Belgian,Dabola
1308103,Cafe Kirchplatz,+49 05621/73535,,German,Kerouane
4908870,Dunkin' Donuts,Website,http://www.dunkin-donuts.de/deine-region/hessen/,"Bakery, Dessert",Siguiri
1889649,Landsteiner Muehle,+49 06083 346,http://www.apfelweinbistrorant.de,German,Mamou
4611556,Tasty Donuts,6913390155,http://www.tastydonuts.de/filiale/frankfurt/,Café,Kamsar
4942667,Mint.,6984844211,http://www.de-schweiger.de/de-schweiger.de/START.html,Italian,Fria
3953454,Zur Gartnerruhe,,,German,Macenta
6516212,Cafe Einzigartig,+(49)3691-746575,http://www.kaffee-einzigartig.de,"German, Italian",Yomou
2430199,Gaylord,069 252612,,Indian,Faranah
4431509,Topkapi,Website,http://www.restaurant-topkapi.de,Turkish,Kissidougou
1396440,Eis Christina,4969598452,http://www.eischristina.de,Ice cream,Labe
959852,Pizza Adria,06441-46584,,"Italian, Pizza",Boke
6639489,Opitz,,,Café,Kindia
1795347,Knossos,,,Greek,Kankan
2723531,Sakura Restaurant,Website,http://www.sushisakura-marburg.de/,Japanese,Nzerekore
715329,Garibaldi,069 / 21 99 76 44,,Italian,Conakry
4107108,Si Surin,+(49)(0) 561 7086520,http://www.si-surin.de,Thai,Cacheu
1874934,"Weinstube Nordend
- CLOSED",+49 - (0)69 - 66 12 97 44,http://www.weinstube-frankfurt.de,Wine Bar,Farim
3675009,Wirtshaus im Weissen Kreuz,Website,http://www.wirtshaus-weisseskreuz.de,Contemporary,Fulacunda
1907279,Dulce Chocolate & Ice Cream,497000000000,http://www.dulce-chocolate.com/de/,"Dessert, Ice cream",Gabu
3595086,Les Deux Dienstbach,0611/33460949,,French,Catio
4226090,Da Franco,,,Italian,Bolama
3570161,FRANKS Fine Dine Restaurant & Conferences,49-611-94204200,http://www.franks-wiesbaden.de,"Diner, Delicatessen, Contemporary, Bar",Bafata
2642397,The Mephisto,Website,http://w7i5l56e4.homepage.t-online.de/,German,Bissau
3504673,Cosi Asiate Restaurant,+49 (0)69 690-26814,http://www.frankfurt-airport.com/content/frankfurt_airport/en/shop_enjoy0/food_beverages/restaurants/cosi_asiate.html,"Sushi, Asian",Corriverton
1053024,Taj Tandoori,Website,http://www.taj-taj.com/,Indian,Ituni
3160283,Vettershof,06253/21605,,German,Lethem
1950786,Cafe Blum,+49(0)611 - 30 00 07,http://www.cafe-blum.de,"Bakery, Café, Dessert",Kumaka
6783464,Nautica Beach,391818100,http://www.facebook.com/pages/Nautica-Beach/1480031062234357?ref=hl,Mediterranean,Bartica
4507284,Rialto,,,Ice cream,Anna Regina
1009454,Schreiber-Heyne,069-623963,http://www.schreiber-heyne.de/joomla/,German,Linden
2520807,Ariston,069/92 03 99 50,http://www.ariston-restaurant.de/WEBSITE/index.php,Greek,Mabaruma
4993559,Fischerhutte,644136561,,Greek,New Amsterdam
4164711,Paolo - Ristorante Pizzaria,(69) 7191 0070,http://www.paolofrankfurt.de,"Italian, Pizza & Pasta",Georgetown
1465310,Come Back,+49 611373802,,Pizza & Pasta,Jeremie
3915328,Dalmacija,4960000000000,,Croatian,Port-De-Paix
3207110,Landgasthof Jaegersburg,06251 78513,,German,Hinche
2562258,Kekik,6927294848,,Turkish,Fort-Liberte
4944437,Villa Marburg,Website,http://www.villa-marburg.de,International,Jacmel
2650161,Dim Sum Haus,,,Chinese,Les Cayes
1891474,La Vecchia Banca,+49 06172 6816883,http://www.la-vecchia-banca.de,Italian,Gonaives
2295912,Pizza Pasta Scialpi,069-282226,http://www.pizza-pasta-scialpi.com,Pizza & Pasta,Cap-Haitien
3684986,Ristorante Borgo Vecchio,Website,http://www.borgovecchio.de/,Italian,Port-au-Prince
4041485,Cafe de Colombia,49611400200,http://www.cafe-de-colombia.de,Colombian,Yoro
3434925,Mom's Burger,Website,http://www.momsburger.de/,American,La Esperanza
3346325,Estragon,,,German,La Paz
4943025,New Adian,,,Mongolian,Santa Barbara
2304523,China Restaurant Yan Jing,+49 (0) 69 232 541,,Chinese,Gracias
959384,"China Restaurant Da Pang
- CLOSED",(0177) 8778413,http://www.golocal.de/frankfurt/restaurants-gaststaetten/da-pang-chinese-kitchen-YUFrN/,Chinese,Nueva Ocotepeque
1372138,Osteria da Salvatore,493000000000,http://www.osteria-salvatore.de,Italian,Yuscaran
4542477,Restaurant Delphi,Website,http://www.delphi-hanau.de,Greek,Roatan
1362175,Eschbacher Katz,+49 6081 2968,http://www.eschbacher-katz.de,"German, Eclectic, International, Grill",Nacaome
3247506,La Locanda,06184 - 99 36 126,,Italian,Santa Rosa de Copan
1363704,Millennium,+49 6132 711 20 70,http://www.das-millennium.de,Italian,Trujillo
959690,Forsthaus Restaurant,06102-5050,,European,Brus Laguna
4578119,O’Dwyers’s Irish Pub,069 / 9623 3738,http://www.odwyers-frankfurt.de,Irish,Puerto Lempira
1898059,Chi Chi Thai,+49 69 15347422,http://www.chichithai.de/intro/,"Thai, Fast food",Juticalpa
1854705,Trattoria Paparazzi,069 68977340,http://www.paparazzi-ffm.de,Italian,Comayagua
984120,Jimmy's Bar,6975400,,"Bar, Grill, Wine Bar",Choluteca
2567164,Euro Doner,06151 661175,,Turkish,La Ceiba
1833764,La Dolce Vita,6196907414,http://www.ladolcevita-pizzeria.de,"Italian, Pizza",San Pedro Sula
1900027,"Leonardo
- CLOSED",,,Italian,Tegucigalpa
1850849,Kraftwerk Restaurant,06171-92 99 82,http://www.kraftwerkrestaurant.de,Austrian,Hong Kong
3382746,Torino,Website,http://www.torino-pizzeria.de,Italian,Veszprem
3443865,Misho,,,Korean,Zalaegerszeg
2017328,"Don Camillo
- CLOSED",+49(0)6251 780156,http://www.da-doncamillo.de,Italian,Tatabanya
742789,Eiscafe Rialto,+49-(0)6251-68639,,"Dessert, Ice cream",Szekszard
1593111,Thai Express,49 611 5058508,,Thai,Salgotarjan
2297647,Perlis Pasta Mia,+49(0)3946 2122,http://www.pastamia.de/,Italian,Bekescsaba
1023713,Bistro Hong Kong,069-777849,,Chinese,Eger
2443262,Cafe Liebfrauenberg,+49 (0) 69 / 287380,http://www.cafe-liebfrauenberg-frankfurt.de,"Contemporary, Café",Szombathely
984132,Zur Stalburg,069-557934,http://stalburg.de/,"German, Gastropub",Kecskemet
1320204,Lorsbacher Thal,+49 (0)69 - 61 64 59,http://www.lorsbacher-thal.de,German,Szekesfehervar
2403402,Restaurant Alte Tapetenfabrik,Website,http://www.alte-tapetenfabrik.de,German,Nyiregyhaza
6033494,Gaststatte Zur Erholung,09777 721,,Greek,Pecs
1898062,Cafe Scheidswald,+49 069 460987780,http://www.cafe-scheidswald.de,Café,Gyor
6405305,Da Luigi,(069) 65005742,,Pizza & Pasta,Kaposvar
2657854,La Fontana,06078 73447,,Italian,Vac
1800586,Lucullus,Website,http://www.lucullus-restaurant.de,Italian,Miskolc
6688153,La Taverna,618132220,http://www.la-taverna-hanau.de/,Pizza & Pasta,Szeged
844668,SEC,,,Café,Debrecen
3692885,La Gondola,0 64 2197 11 55,http://www.la-gondola-marburg.de/willkommen-im-restaurant-la-gondola-marburg,"German, Pizza, Pizza & Pasta",Szolnok
695476,"1a-Bavaria
- CLOSED",069 - 95507390,,German,Budapest
2651985,Kinya,,,Japanese,Borgarnes
2517770,Weinstube Hottum,06131-223370,http://www.dj-sonic.net/hottum/,German,Egilsstadir
5954088,schoenemuehle,4964062557,,Dessert,Saudarkrokur
6678048,Pizzeria la Cravatta,069 65007707,http://www.pizzeria-la-cravatta.de,Pizza,Selfoss
3973647,Restaurant am Park,+(49)619089990,http://www.frankfurtairport-hotel.de/das-restaurant/,German,Hofn
959426,Diner American Bar & Restaurant,069-559077,,"American, Steakhouse, Bar, Grill",Isafjordur
984146,Zum Schwarzen Stern,069-291979,,German,Akureyi
5794388,DELI BROS,+49 69 027289,http://kubu-airport.com/index.php?option=com_content&view=article&id=56&Itemid=77&lang=de,"American, German, Mediterranean, International",Keflavik
5608383,Nero's Restaurant,6152-7111150,http://www.neros-nauheim.de,Pizza & Pasta,Reykjavik
1234237,Iroha,69219 949 30,http://www.iroha.de/968400d6-448b-43c1-b6b7-6e1a76944575.html?1384949781850,Japanese,Panaji
3163214,Villa im Tal,0611-2386228,http://www.villaimtal.com,"Austrian, International",Simla
1893165,"Pizzeria Toni Express
- CLOSED",+49 06132-40447,,Pizza,Gurgaon
2463386,Taj Mahal,,,Indian,Sonipat
2306179,Eiscafe Dolomiti,+49(0)69 382204,http://www.eiscafe-dolomiti.de/,Ice cream,Rohtak
3674897,Metzgerei Sturmer,069 233774,http://www.stuermer-frankfurt.de/,German,Hisar
4342151,Weinstube,,,Central European,Bhiwani
