Roseau,Dominica,March,1,DMA921
Sabaneta,Dominican Republic,December,9,DOM488
Dili,East Timor,September,8,TLS841
Puyo,Ecuador,March,3,ECU500
Shibin el Kom,Egypt,March,4,EGY124
Ahuachapan,El Salvador,November,7,SLV856
Evinayong,Equatorial Guinea,April,1,GNQ227
Tessenei,Eritrea,February,9,ERI936
Haapsalu,Estonia,May,1,EST437
Awasa,Ethiopia,May,5,ETH407
Fox Bay,Falkland Islands,July,1,FLK858
Klaksvik,Faroe Islands,August,9,FRO237
Palikir,Federated States of Micronesia,April,3,FSM818
Nandi,Fiji,September,3,FJI11
Hameenlinna,Finland,January,9,FIN776
Annecy,France,May,3,FRA763
Papeete,French Polynesia,June,8,PYF606
Ebebiyin,Gabon,May,4,GAB818
Kutaisi,Georgia,January,8,GEO369
Mainz,Germany,October,7,DEU996
Sunyani,Ghana,September,3,GHA470
Gibraltar,Gibraltar,December,0,GBR499
Lamia,Greece,May,5,GRC644
Qasigiannguit,Greenland,July,5,GRD139
Saint George's,Grenada,March,6,GRE669
Agana,Guam,March,2,GUM464
Salama,Guatemala,February,7,GUA355
Mali,Guinea,May,8,GUI611
Cacheu,Guinea Bissau,March,8,GUB299
Corriverton,Guyana,April,6,GUY568
Jeremie,Haiti,May,2,HAI311
Yoro,Honduras,November,5,HON801
Hong Kong,Hong Kong S.A.R.,February,0,HKG878
Veszprem,Hungary,June,0,HUN736
Borgarnes,Iceland,May,6,ICE522
Panaji,India,June,8,IND416
Binjai,Indonesia,July,8,INA924
Yasuj,Iran,October,2,IRN624
Dahuk,Iraq,January,6,IRQ452
Ros Comain,Ireland,December,9,IRL550
Douglas,Isle of Man,September,1,ISM973
Ramla,Israel,December,1,ISR930
Potenza,Italy,February,4,ITA660
Touba,Ivory Coast,April,9,IVC981
Lucea,Jamaica,December,6,JAM959
Okayama,Japan,October,3,JPN668
Al Mafraq,Jordan,March,5,JOR926
Turgay,Kazakhstan,March,4,KZH340
Nyeri,Kenya,November,4,KEY376
Tarawa,Kiribati,July,6,KIR107
Prizren,Kosovo,October,6,KOS179
Hawalli,Kuwait,July,7,KUW412
Tokmak,Kyrgyzstan,May,2,KYG659
Ban Houayxay,Laos,October,6,LAO210
Rezekne,Latvia,July,7,LAT206
B'abda,Lebanon,October,3,LEB372
Teyateyaneng,Lesotho,February,5,LES819
Barclayville,Liberia,August,1,LIB904
Dirj,Libya,August,1,LBY940
Vaduz,Liechtenstein,December,5,LIE228
Panevezys,Lithuania,December,0,LIT984
Diekirch,Luxembourg,November,0,LXB224
Macau,Macau S.A.R,November,9,MAU396
Tetovo,Macedonia,February,0,MAC84
Sambava,Madagascar,May,2,MAD672
Mzimba,Malawi,March,5,MAW385
Kangar,Malaysia,March,9,MYL640
Male,Maldives,March,8,MDL713
Goundam,Mali,March,0,MAL524
Valletta,Malta,March,9,MAA581
Majuro,Marshall Islands,April,6,MAI732
Fderik,Mauritania,August,4,MAN4
Curepipe,Mauritius,December,9,MAU273
Vicente Guerrero,Mexico,September,0,MEX255
Dubasari,Moldova,May,2,MOD579
Monaco,Monaco,May,3,MOC205
Suchboatar,Mongolia,June,7,MON504
Podgorica,Montenegro,February,1,MOG754
Ksar El Kebir,Morocco,July,9,MOR944
Moatize,Mozambique,November,2,MOZ506
Loikaw,Myanmar,September,1,MYN842
Omaruru,Namibia,January,8,NMB189
Sallyan,Nepal,May,8,NEP958
Assen,Netherlands,July,6,NTR808
Noumea,New Caledonia,February,8,NCA303
Greymouth,New Zealand,February,3,NZL648
Somoto,Nicaragua,July,4,NCG567
Goure,Niger,July,8,NGR529
Umuahia,Nigeria,September,6,NIG788
Sariwon,North Korea,June,9,PRK990
Kyrenia,Northern Cyprus,August,3,NCY363
Capitol Hill,Northern Mariana Islands,June,3,NMI892
Arendal,Norway,July,5,NRW152
Alayat Samail,Oman,May,5,OMN188
Parachinar,Pakistan,October,9,PAK436
Koror,Palau,January,4,PAU921
Ramallah,Palestine,January,4,PAT28
El Porvenir,Panama,August,0,PAN748
Wabag,Papua New Guinea,May,2,PNG794
Mariscal Jose F. Estigarribia,Paraguay,October,9,PRG43
Ferrenafe,Peru,December,2,PER428
San Carlos,Philippines,April,0,PHP681
Olsztyn,Poland,December,8,POL159
Aveiro,Portugal,December,5,PTR134
Ponce,Puerto Rico,August,2,PRO215
Doha,Qatar,April,4,QTR629
Targu Jiu,Romania,February,4,ROM285
Nazran,Russia,February,3,RUS335
Gikongoro,Rwanda,October,0,RWN238
Basseterre,Saint Kitts and Nevis,December,9,SKN289
Castries,Saint Lucia,December,8,SLU292
Apia,Samoa,December,3,SAM144
San Marino,San Marino,October,0,SMA682
Santo Antonio,Sao Tome and Principe,September,1,STP569
An Nabk,Saudi Arabia,March,2,SAU261
Fatick,Senegal,July,0,SEN117
Subotica,Serbia,April,1,SER81
Victoria,Seychelles,October,0,SYC425
Makeni,Sierra Leone,September,7,SLE677
Singapore,Singapore,July,0,SGP626
Banska Bystrica,Slovakia,May,7,SLO614
Maribor,Slovenia,September,5,SLO358
Gizo,Solomon Islands,September,6,SOS100
Xuddur,Somalia,July,6,SOM994
Laascaanood,Somaliland,May,2,SOI578
Qacha's Nek,South Africa,February,6,ZSA290
Grytviken,South Georgia and the Islands,December,0,SGI51
Eumseong,South Korea,January,1,KOR593
Bentiu,South Sudan,February,7,SSU312
Merida,Spain,November,4,ESP355
Trincomalee,Sri Lanka,September,0,SRL412
Ed Damazin,Sudan,April,0,SUD969
Onverwacht,Suriname,October,4,SUR355
Piggs Peak,Swaziland,June,0,SWZ433
Falun,Sweden,April,8,SWE338
Delemont,Switzerland,November,0,SWI284
Dar'a,Syria,September,7,SYR606
Bade,Taiwan,May,9,TWN237
Leninobod,Tajikistan,October,9,TAJ217
Wete,Tanzania,July,5,TAN783
Mae Hong Son,Thailand,February,8,THA873
Freeport,The Bahamas,June,9,BAH483
Georgetown,The Gambia,August,8,GAM757
Bassar,Togo,November,1,TOG729
Neiafu,Tonga,January,9,TOG618
San Fernando,Trinidad and Tobago,November,5,TAT388
Medemine,Tunisia,July,3,TUN157
Kirklareli,Turkey,February,3,TUR358
Gyzlarbat,Turkmenistan,November,9,TKM417
Grand Turk,Turks and Caicos Islands,August,9,TCI363
Funafuti,Tuvalu,November,4,TVL173
Kalangala,Uganda,August,1,UGN462
Mykolayiv,Ukraine,July,0,UKR292
Umm al Qaywayn,United Arab Emirates,August,7,UAE115
Greenock,United Kingdom,June,7,GRB574
Christiansted,United States Virgin Islands,December,7,UVG951
Colonia del Sacramento,Uruguay,April,1,URG537
Khujayli,Uzbekistan,September,4,UZB30
Luganville,Vanuatu,March,5,VNT81
Vatican City,Vatican (Holy Sea),May,6,VAT2
San Carlos,Venezuela,April,9,VEN796
Tay Ninh,Vietnam,May,8,VNM580
Bir Lehlou,Western Sahara,July,1,WSA970
Al Bayda,Yemen,July,2,YMN379
Kawambwa,Zambia,October,5,ZMB536
Mazowe,Zimbabwe,January,6,ZMV483
Beyla,Guinea,December,9,GUI857
Gueckedou,Guinea,May,9,GUI911
Dinguiraye,Guinea,December,0,GUI236
Dabola,Guinea,May,8,GUI105
Kerouane,Guinea,April,9,GUI244
Siguiri,Guinea,April,5,GUI934
Mamou,Guinea,August,5,GUI955
Kamsar,Guinea,July,9,GUI768
Fria,Guinea,October,8,GUI805
Macenta,Guinea,November,2,GUI982
Yomou,Guinea,June,0,GUI93
Faranah,Guinea,March,6,GUI593
Kissidougou,Guinea,July,3,GUI543
Labe,Guinea,July,4,GUI713
Boke,Guinea,December,7,GUI762
Kindia,Guinea,December,8,GUI919
Kankan,Guinea,March,2,GUI294
Nzerekore,Guinea,June,6,GUI235
Conakry,Guinea,February,1,GUI153
Cacheu,Guinea Bissau,December,3,GUB328
Farim,Guinea Bissau,October,1,GUB710
Fulacunda,Guinea Bissau,July,7,GUB836
Gabu,Guinea Bissau,December,5,GUB90
Catio,Guinea Bissau,March,0,GUB904
Bolama,Guinea Bissau,December,1,GUB633
Bafata,Guinea Bissau,October,9,GUB73
Bissau,Guinea Bissau,January,1,GUB805
Corriverton,Guyana,November,8,GUY503
Ituni,Guyana,October,6,GUY195
Lethem,Guyana,December,9,GUY120
Kumaka,Guyana,August,6,GUY763
Bartica,Guyana,October,6,GUY981
Anna Regina,Guyana,February,0,GUY36
Linden,Guyana,December,0,GUY518
Mabaruma,Guyana,April,2,GUY532
New Amsterdam,Guyana,May,9,GUY321
Georgetown,Guyana,March,4,GUY172
Jeremie,Haiti,December,4,HAI40
Port-De-Paix,Haiti,April,2,HAI398
Hinche,Haiti,November,3,HAI347
Fort-Liberte,Haiti,July,0,HAI573
Jacmel,Haiti,March,9,HAI522
Les Cayes,Haiti,April,4,HAI82
Gonaives,Haiti,April,2,HAI204
Cap-Haitien,Haiti,November,3,HAI898
Port-au-Prince,Haiti,July,0,HAI278
Yoro,Honduras,August,2,HON262
La Esperanza,Honduras,April,1,HON848
La Paz,Honduras,August,4,HON272
Santa Barbara,Honduras,July,4,HON335
Gracias,Honduras,October,7,HON365
Nueva Ocotepeque,Honduras,April,1,HON776
Yuscaran,Honduras,October,8,HON701
Roatan,Honduras,August,3,HON933
Nacaome,Honduras,December,9,HON728
Santa Rosa de Copan,Honduras,March,7,HON720
Trujillo,Honduras,January,8,HON334
Brus Laguna,Honduras,November,1,HON376
Puerto Lempira,Honduras,July,5,HON52
Juticalpa,Honduras,December,9,HON559
Comayagua,Honduras,March,0,HON16
Choluteca,Honduras,May,9,HON539
La Ceiba,Honduras,January,8,HON109
San Pedro Sula,Honduras,October,1,HON114
Tegucigalpa,Honduras,July,9,HON426
Hong Kong,Hong Kong S.A.R.,August,7,HKG223
Veszprem,Hungary,August,1,HUN532
Zalaegerszeg,Hungary,March,1,HUN875
Tatabanya,Hungary,July,9,HUN590
Szekszard,Hungary,November,0,HUN131
Salgotarjan,Hungary,October,7,HUN494
Bekescsaba,Hungary,June,1,HUN603
Eger,Hungary,September,3,HUN982
Szombathely,Hungary,June,7,HUN415
Kecskemet,Hungary,May,5,HUN404
Szekesfehervar,Hungary,November,2,HUN551
Nyiregyhaza,Hungary,October,2,HUN134
Pecs,Hungary,October,6,HUN415
Gyor,Hungary,February,8,HUN595
Kaposvar,Hungary,August,2,HUN297
Vac,Hungary,April,6,HUN154
Miskolc,Hungary,June,9,HUN587
Szeged,Hungary,January,2,HUN21
Debrecen,Hungary,July,3,HUN860
Szolnok,Hungary,July,1,HUN685
Budapest,Hungary,November,5,HUN930
Borgarnes,Iceland,July,3,ICE314
Egilsstadir,Iceland,May,6,ICE820
Saudarkrokur,Iceland,January,5,ICE528
Selfoss,Iceland,August,5,ICE490
Hofn,Iceland,September,0,ICE618
Isafjordur,Iceland,December,7,ICE928
Akureyi,Iceland,July,1,ICE310
Keflavik,Iceland,August,8,ICE225
Reykjavik,Iceland,December,0,ICE437
Panaji,India,June,8,IND722
Simla,India,April,0,IND657
Gurgaon,India,October,7,IND126
Sonipat,India,June,1,IND651
Rohtak,India,October,0,IND528
Hisar,India,April,8,IND888
Bhiwani,India,November,3,IND577
Ambala,India,July,6,IND199
Sopur,India,May,1,IND87
Silvassa,India,October,9,IND657
Kalyan,India,November,2,IND17
Bhusawal,India,June,5,IND368
Jorhat,India,March,4,IND195
Hoshiarpur,India,January,5,IND266
Ajmer,India,May,4,IND528
Hathras,India,September,3,IND278
Sitapur,India,October,5,IND672
Pilibhit,India,July,5,IND0
Budaun,India,June,7,IND283
Firozabad,India,May,7,IND382
Mathura,India,June,3,IND334
Bulandshahr,India,August,4,IND421
Hapur,India,December,5,IND957
Muzaffarnagar,India,March,1,IND762
Gangtok,India,May,1,IND716
Diu,India,January,0,IND662
Pathankot,India,March,9,IND217
Sirsa,India,July,3,IND15
Panipat,India,July,1,IND364
Karnal,India,March,3,IND491
Baramula,India,September,7,IND537
Proddatur,India,December,8,IND871
Nandyal,India,September,7,IND856
Hindupur,India,November,1,IND970
Tirupati,India,January,5,IND511
Ongole,India,June,7,IND361
Vizianagaram,India,December,1,IND112
Rajahmundry,India,September,6,IND638
Machilipatnam,India,April,4,IND489
Khammam,India,May,4,IND104
Chirala,India,April,9,IND141
Karimnagar,India,September,8,IND969
Nizamabad,India,May,0,IND956
Kollam,India,May,0,IND649
Alappuzha,India,November,5,IND314
Puri,India,July,6,IND183
Sambalpur,India,April,9,IND535
Raurkela,India,January,1,IND393
Kavaratti,India,July,9,IND109
Mandya,India,August,3,IND264
Kolar,India,April,8,IND295
Shimoga,India,June,3,IND833
Raichur,India,March,9,IND355
Hospet,India,December,3,IND468
Bidar,India,September,0,IND933
Sangli,India,August,6,IND171
Parbhani,India,November,7,IND140
Malegaon,India,October,1,IND761
Port Blair,India,March,3,IND50
Tezpur,India,September,4,IND75
Silchar,India,May,2,IND624
Kohima,India,August,9,IND289
Shillong,India,May,9,IND238
Abohar,India,August,6,IND383
Patiala,India,December,3,IND343
Bhilwara,India,January,6,IND981
Pali,India,April,6,IND11
Tonk,India,December,2,IND192
Sikar,India,June,2,IND868
Bikaner,India,August,2,IND174
Bharatpur,India,December,8,IND216
Alwar,India,December,7,IND487
Fatehpur,India,May,3,IND957
Faizabad,India,November,5,IND933
Bahraich,India,October,6,IND418
Mirzapur,India,October,3,IND726
Jhansi,India,March,0,IND393
Shahjahanpur,India,February,8,IND305
Rampur,India,March,9,IND559
Bareilly,India,November,0,IND562
Etawah,India,May,9,IND280
Dehra Dun,India,June,2,IND10
Haora,India,May,6,IND583
Alipur Duar,India,February,0,IND708
