1596,El Porvenir,Palestine
1600,Wabag,Panama
1604,Mariscal Jose F. Estigarribia,Papua New Guinea
1608,Ferrenafe,Paraguay
1612,San Carlos,Peru
1616,Olsztyn,Philippines
1620,Aveiro,Poland
1624,Ponce,Portugal
1628,Doha,Puerto Rico
1632,Targu Jiu,Qatar
1636,Nazran,Romania
1640,Gikongoro,Russia
1644,Basseterre,Rwanda
1648,Castries,Saint Kitts and Nevis
1652,Apia,Saint Lucia
1656,San Marino,Samoa
1660,Santo Antonio,San Marino
1664,An Nabk,Sao Tome and Principe
1668,Fatick,Saudi Arabia
1672,Subotica,Senegal
1676,Victoria,Serbia
1680,Makeni,Seychelles
1684,Singapore,Sierra Leone
1688,Banska Bystrica,Singapore
1692,Maribor,Slovakia
1696,Gizo,Slovenia
1700,Xuddur,Solomon Islands
1704,Laascaanood,Somalia
1708,Qacha's Nek,Somaliland
1712,Grytviken,South Africa
1716,Eumseong,South Georgia and the Islands
1720,Bentiu,South Korea
1724,Merida,South Sudan
1728,Trincomalee,Spain
1732,Ed Damazin,Sri Lanka
1736,Onverwacht,Sudan
1740,Piggs Peak,Suriname
1744,Falun,Swaziland
1748,Delemont,Sweden
1752,Dar'a,Switzerland
1756,Bade,Syria
1760,Leninobod,Taiwan
1764,Wete,Tajikistan
1768,Mae Hong Son,Tanzania
1772,Freeport,Thailand
1776,Georgetown,The Bahamas
1780,Bassar,The Gambia
1784,Neiafu,Togo
1788,San Fernando,Tonga
1792,Medemine,Trinidad and Tobago
1796,Kirklareli,Tunisia
1800,Gyzlarbat,Turkey
1804,Grand Turk,Turkmenistan
1808,Funafuti,Turks and Caicos Islands
1812,Kalangala,Tuvalu
1816,Mykolayiv,Uganda
1820,Umm al Qaywayn,Ukraine
1824,Greenock,United Arab Emirates
1828,Faribault,United Kingdom
1832,Washington D.C.,United States Virgin Islands
1836,Christiansted,Uruguay
1840,Colonia del Sacramento,Uzbekistan
1844,Khujayli,Vanuatu
1848,Luganville,Vatican (Holy Sea)
1852,Vatican City,Venezuela
1856,San Carlos,Vietnam
1860,Tay Ninh,Western Sahara
1864,Bir Lehlou,Yemen
1868,Al Bayda,Zambia
1872,Kawambwa,Zimbabwe
1876,Mazowe,Guinea
1880,Beyla,Guinea
1884,Gueckedou,Guinea
1888,Dinguiraye,Guinea
1892,Dabola,Guinea
1896,Kerouane,Guinea
1900,Siguiri,Guinea
1904,Mamou,Guinea
1908,Kamsar,Guinea
1912,Fria,Guinea
1916,Macenta,Guinea
1920,Yomou,Guinea
1924,Faranah,Guinea
1928,Kissidougou,Guinea
1932,Labe,Guinea
1936,Boke,Guinea
1940,Kindia,Guinea
1944,Kankan,Guinea
1948,Nzerekore,Guinea
1952,Conakry,Guinea Bissau
1956,Cacheu,Guinea Bissau
1960,Farim,Guinea Bissau
1964,Fulacunda,Guinea Bissau
1968,Gabu,Guinea Bissau
1972,Catio,Guinea Bissau
1976,Bolama,Guinea Bissau
1980,Bafata,Guinea Bissau
1984,Bissau,Guyana
1988,Corriverton,Guyana
1992,Ituni,Guyana
1996,Lethem,Guyana
2000,Kumaka,Guyana
2004,Bartica,Guyana
2008,Anna Regina,Guyana
2012,Linden,Guyana
2016,Mabaruma,Guyana
2020,New Amsterdam,Guyana
2024,Georgetown,Haiti
2028,Jeremie,Haiti
2032,Port-De-Paix,Haiti
2036,Hinche,Haiti
2040,Fort-Liberte,Haiti
2044,Jacmel,Haiti
2048,Les Cayes,Haiti
2052,Gonaives,Haiti
2056,Cap-Haitien,Haiti
2060,Port-au-Prince,Honduras
2064,Yoro,Honduras
2068,La Esperanza,Honduras
2072,La Paz,Honduras
2076,Santa Barbara,Honduras
2080,Gracias,Honduras
2084,Nueva Ocotepeque,Honduras
2088,Yuscaran,Honduras
2092,Roatan,Honduras
2096,Nacaome,Honduras
2100,Santa Rosa de Copan,Honduras
2104,Trujillo,Honduras
2108,Brus Laguna,Honduras
2112,Puerto Lempira,Honduras
2116,Juticalpa,Honduras
2120,Comayagua,Honduras
2124,Choluteca,Honduras
2128,La Ceiba,Honduras
2132,San Pedro Sula,Honduras
2136,Tegucigalpa,Hong Kong S.A.R.
2140,Hong Kong,Hungary
2144,Veszprem,Hungary
2148,Zalaegerszeg,Hungary
2152,Tatabanya,Hungary
2156,Szekszard,Hungary
2160,Salgotarjan,Hungary
2164,Bekescsaba,Hungary
2168,Eger,Hungary
2172,Szombathely,Hungary
2176,Kecskemet,Hungary
2180,Szekesfehervar,Hungary
2184,Nyiregyhaza,Hungary
2188,Pecs,Hungary
2192,Gyor,Hungary
2196,Kaposvar,Hungary
2200,Vac,Hungary
2204,Miskolc,Hungary
2208,Szeged,Hungary
2212,Debrecen,Hungary
2216,Szolnok,Hungary
2220,Budapest,Iceland
2224,Borgarnes,Iceland
2228,Egilsstadir,Iceland
2232,Saudarkrokur,Iceland
2236,Selfoss,Iceland
2240,Hofn,Iceland
2244,Isafjordur,Iceland
2248,Akureyi,Iceland
2252,Keflavik,Iceland
2256,Reykjavik,India
2260,Panaji,India
2264,Simla,India
2268,Gurgaon,India
2272,Sonipat,India
2276,Rohtak,India
2280,Hisar,India
2284,Bhiwani,India
2288,Ambala,India
2292,Sopur,India
2296,Silvassa,India
2300,Kalyan,India
2304,Bhusawal,India
2308,Jorhat,India
2312,Hoshiarpur,India
2316,Ajmer,India
2320,Hathras,India
2324,Sitapur,India
2328,Pilibhit,India
2332,Budaun,India
2336,Firozabad,India
2340,Mathura,India
2344,Bulandshahr,India
2348,Hapur,India
2352,Muzaffarnagar,India
2356,Gangtok,India
2360,Diu,India
2364,Pathankot,India
2368,Sirsa,India
2372,Panipat,India
2376,Karnal,India
2380,Baramula,India
2384,Proddatur,India
2388,Nandyal,India
2392,Hindupur,India
2396,Tirupati,India
2400,Ongole,India
2404,Vizianagaram,India
2408,Rajahmundry,India
2412,Machilipatnam,India
2416,Khammam,India
2420,Chirala,India
2424,Karimnagar,India
2428,Nizamabad,India
2432,Kollam,India
2436,Alappuzha,India
2440,Puri,India
2444,Sambalpur,India
2448,Raurkela,India
2452,Kavaratti,India
2456,Mandya,India
2460,Kolar,India
2464,Shimoga,India
2468,Raichur,India
2472,Hospet,India
2476,Bidar,India
2480,Sangli,India
2484,Parbhani,India
2488,Malegaon,India
2492,Port Blair,India
2496,Tezpur,India
2500,Silchar,India
2504,Kohima,India
2508,Shillong,India
2512,Abohar,India
2516,Patiala,India
2520,Bhilwara,India
2524,Pali,India
2528,Tonk,India
2532,Sikar,India
2536,Bikaner,India
2540,Bharatpur,India
2544,Alwar,India
2548,Fatehpur,India
2552,Faizabad,India
2556,Bahraich,India
2560,Mirzapur,India
2564,Jhansi,India
2568,Shahjahanpur,India
2572,Rampur,India
2576,Bareilly,India
2580,Etawah,India
2584,Dehra Dun,India
2588,Haora,India
2592,Alipur Duar,
2596,Mariehamn,
2600,Kruje,
2604,Jijel,
2608,Pago Pago,
2612,Andorra,
2616,Mucusso,
2620,de Noviembre,
2624,Ashtarak,
2628,Oranjestad,
2632,Central Coast,
2636,Bregenz,
2640,Gadabay,
2644,Manama,
2648,Tangail,
2652,Bridgetown,
2656,Baranavichy,
2660,Mons,
2664,El Cayo,
2668,Lokossa,
2672,Hamilton,
2676,Paro,
2680,Punata,
2684,Zenica,
2688,Mochudi,
2692,Grajau,
2696,Bandar Seri Begawan,
2700,Lovec,
2704,Fada Ngourma,
2708,Cankuzo,
2712,Kampong Spoe,
2716,Buea,
2720,Selkirk,
2724,Mindelo,
2728,George Town,
2732,Mobaye,
2736,Lai,
2740,Rio Verde,
2744,Yumen,
2748,Yopal,
2752,Moroni,
2756,Madingou,
2760,Buluko,
2764,Rarotonga,
2768,Heredia,
2772,Sibenik,
2776,Ciego de Avila,
2780,Willemstad,
2784,Larnaka,
2788,Usti Nad Labem,
2792,Vejle,
2796,Dikhil,
2800,Roseau,
2804,Sabaneta,
2808,Dili,
2812,Puyo,
2816,Shibin el Kom,
2820,Ahuachapan,
2824,Evinayong,
2828,Tessenei,
2832,Haapsalu,
2836,Awasa,
2840,Fox Bay,
2844,Klaksvik,
2848,Palikir,
2852,Nandi,
2856,Hameenlinna,
2860,Annecy,
2864,Papeete,
2868,Ebebiyin,
2872,Kutaisi,
2876,Mainz,
2880,Sunyani,
2884,Gibraltar,
2888,Lamia,
2892,Qasigiannguit,
2896,Saint George's,
2900,Agana,
2904,Salama,
2908,Mali,
2912,Cacheu,
2916,Corriverton,
2920,Jeremie,
2924,Yoro,
2928,Hong Kong,
2932,Veszprem,
2936,Borgarnes,
2940,Panaji,
2944,Binjai,
2948,Yasuj,
2952,Dahuk,
2956,Ros Comain,
2960,Douglas,
2964,Ramla,
2968,Potenza,
2972,Touba,
2976,Lucea,
2980,Okayama,
2984,Al Mafraq,
2988,Turgay,
2992,Nyeri,
2996,Tarawa,
3000,Prizren,
3004,Hawalli,
3008,Tokmak,
3012,Ban Houayxay,
3016,Rezekne,
3020,B'abda,
3024,Teyateyaneng,
3028,Barclayville,
3032,Dirj,
3036,Vaduz,
3040,Panevezys,
3044,Diekirch,
3048,Macau,
3052,Tetovo,
3056,Sambava,
3060,Mzimba,
3064,Kangar,
3068,Male,
3072,Goundam,
3076,Valletta,
3080,Majuro,
3084,Fderik,
3088,Curepipe,
3092,Vicente Guerrero,
3096,Dubasari,
3100,Monaco,
3104,Suchboatar,
3108,Podgorica,
3112,Ksar El Kebir,
3116,Moatize,
3120,Loikaw,
3124,Omaruru,
3128,Sallyan,
3132,Assen,
3136,Noumea,
3140,Greymouth,
3144,Somoto,
3148,Goure,
3152,Umuahia,
3156,Sariwon,
3160,Kyrenia,
3164,Capitol Hill,
3168,Arendal,
3172,Alayat Samail,
3176,Parachinar,
3180,Koror,
3184,Ramallah,
3188,El Porvenir,
3192,Wabag,
3196,Mariscal Jose F. Estigarribia,
3200,Ferrenafe,
3204,San Carlos,
3208,Olsztyn,
3212,Aveiro,
3216,Ponce,
3220,Doha,
3224,Targu Jiu,
3228,Nazran,
3232,Gikongoro,
3236,Basseterre,
3240,Castries,
3244,Apia,
3248,San Marino,
3252,Santo Antonio,
3256,An Nabk,
3260,Fatick,
3264,Subotica,
3268,Victoria,
3272,Makeni,
3276,Singapore,
3280,Banska Bystrica,
3284,Maribor,
3288,Gizo,
3292,Xuddur,
3296,Laascaanood,
3300,Qacha's Nek,
3304,Grytviken,
3308,Eumseong,
3312,Bentiu,
3316,Merida,
3320,Trincomalee,
3324,Ed Damazin,
3328,Onverwacht,
3332,Piggs Peak,
3336,Falun,
3340,Delemont,
3344,Dar'a,
3348,Bade,
3352,Leninobod,
3356,Wete,
3360,Mae Hong Son,
3364,Freeport,
3368,Georgetown,
3372,Bassar,
3376,Neiafu,
3380,San Fernando,
3384,Medemine,
3388,Kirklareli,
3392,Gyzlarbat,
3396,Grand Turk,
3400,Funafuti,
3404,Kalangala,
3408,Mykolayiv,
3412,Umm al Qaywayn,
3416,Greenock,
3420,Faribault,
3424,Washington D.C.,
3428,Christiansted,
3432,Colonia del Sacramento,
3436,Khujayli,
3440,Luganville,
3444,Vatican City,
3448,San Carlos,
3452,Tay Ninh,
3456,Bir Lehlou,
3460,Al Bayda,
3464,Kawambwa,
3468,Mazowe,
3472,Beyla,
3476,Gueckedou,
3480,Dinguiraye,
3484,Dabola,
3488,Kerouane,
3492,Siguiri,
3496,Mamou,
3500,Kamsar,
3504,Fria,
3508,Macenta,
3512,Yomou,
3516,Faranah,
3520,Kissidougou,
3524,Great Price,
3528,Boke,
3532,Kindia,
3536,Kankan,
3540,Nzerekore,
3544,Conakry,
3548,Cacheu,
3552,Farim,
3556,Fulacunda,
3560,Gabu,
3564,Catio,
3568,Bolama,
3572,Bafata,
3576,Bissau,
3580,Corriverton,
3584,Ituni,
3588,Lethem,
3592,Kumaka,
3596,Bartica,
3600,Anna Regina,
3604,Linden,
3608,Mabaruma,
3612,New Amsterdam,
3616,Georgetown,
3620,Jeremie,
3624,Port-De-Paix,
3628,Hinche,
3632,Fort-Liberte,
3636,Jacmel,
3640,Les Cayes,
3644,Gonaives,
3648,Cap-Haitien,
3652,Port-au-Prince,
3656,Yoro,
3660,La Esperanza,
3664,La Paz,
3668,Santa Barbara,
3672,Gracias,
3676,Nueva Ocotepeque,
3680,Yuscaran,
3684,Roatan,
3688,Easy access from the highway.,
3692,Santa Rosa de Copan,
3696,Trujillo,
3700,Brus Laguna,
3704,Puerto Lempira,
3708,Juticalpa,
3712,Comayagua,
3716,Choluteca,
3720,La Ceiba,
3724,San Pedro Sula,
3728,Tegucigalpa,
3732,Hong Kong,
3736,Veszprem,
3740,Zalaegerszeg,
3744,Tatabanya,
3748,Szekszard,
3752,Salgotarjan,
3756,Bekescsaba,
3760,Eger,
3764,Szombathely,
3768,Kecskemet,
3772,Szekesfehervar,
3776,Nyiregyhaza,
3780,Pecs,
3784,Gyor,
3788,Kaposvar,
3792,Vac,
3796,Miskolc,
3800,Szeged,
3804,Debrecen,
3808,Szolnok,
3812,Budapest,
3816,Borgarnes,
3820,Egilsstadir,
3824,Saudarkrokur,
3828,Selfoss,
3832,Hofn,
3836,Isafjordur,
3840,Akureyi,
3844,Keflavik,
3848,Reykjavik,
3852,Panaji,
3856,Simla,
3860,Gurgaon,
3864,Sonipat,
3868,Rohtak,
3872,Hisar,
3876,Bhiwani,
3880,Ambala,
3884,Sopur,
3888,Silvassa,
3892,Kalyan,
3896,Bhusawal,
3900,Jorhat,
3904,Hoshiarpur,
3908,Ajmer,
3912,Hathras,
3916,Sitapur,
3920,Pilibhit,
3924,Budaun,
3928,Firozabad,
3932,Mathura,
3936,Bulandshahr,
3940,Hapur,
3944,Muzaffarnagar,
3948,Gangtok,
3952,Diu,
3956,Pathankot,
3960,Sirsa,
3964,Panipat,
3968,Karnal,
3972,Baramula,
3976,Proddatur,
3980,Nandyal,
3984,Hindupur,
3988,Tirupati,
3992,Ongole,
3996,Vizianagaram,
4000,Rajahmundry,
4004,Machilipatnam,
4008,Khammam,
4012,Chirala,
4016,Karimnagar,
4020,Nizamabad,
4024,Kollam,
4028,Alappuzha,
4032,Puri,
4036,Sambalpur,
4040,Raurkela,
4044,Kavaratti,
4048,Mandya,
4052,Kolar,
4056,Shimoga,
4060,Raichur,
4064,Hospet,
4068,Bidar,
4072,Sangli,
4076,Parbhani,
4080,Malegaon,
4084,Port Blair,
4088,Tezpur,
4092,Silchar,
4096,Kohima,
4100,Shillong,
4104,Abohar,
4108,Patiala,
4112,Bhilwara,
4116,Pali,
4120,Tonk,
4124,Sikar,
4128,Bikaner,
4132,Bharatpur,
4136,Alwar,
4140,Fatehpur,
4144,Faizabad,
4148,Bahraich,
4152,Mirzapur,
4156,Jhansi,
4160,Shahjahanpur,
4164,Rampur,
4168,Bareilly,
4172,Etawah,
4176,Dehra Dun,
4180,Haora,
4184,Alipur Duar,
4188,Mariehamn,
4192,Kruje,
4196,Jijel,
4200,Pago Pago,
4204,Andorra,
4208,Mucusso,
4212,de Noviembre,
4216,Ashtarak,
4220,Oranjestad,
4224,Central Coast,
4228,Bregenz,
4232,Gadabay,
4236,Manama,
4240,Tangail,
4244,Bridgetown,
4248,Baranavichy,
4252,Mons,
4256,El Cayo,
4260,Lokossa,
4264,Hamilton,
4268,Paro,
4272,Punata,
4276,Zenica,
4280,Mochudi,
4284,Grajau,
4288,Bandar Seri Begawan,
4292,Lovec,
4296,Fada Ngourma,
4300,Cankuzo,
4304,Kampong Spoe,
4308,Buea,
4312,Selkirk,
4316,Mindelo,
4320,George Town,
4324,Mobaye,
4328,Lai,
4332,Rio Verde,
4336,Yumen,
4340,Yopal,
4344,Moroni,
4348,Madingou,
4352,Buluko,
4356,Rarotonga,
4360,Heredia,
4364,Sibenik,
4368,Ciego de Avila,
4372,Willemstad,
4376,Larnaka,
4380,Usti Nad Labem,
4384,Vejle,
4388,Dikhil,
4392,Roseau,
4396,Sabaneta,
4400,Dili,
4404,Puyo,
4408,Shibin el Kom,
4412,Ahuachapan,
4416,Evinayong,
4420,Tessenei,
4424,Haapsalu,
4428,Awasa,
4432,Fox Bay,
4436,Klaksvik,
4440,Palikir,
4444,Nandi,
4448,Hameenlinna,
4452,Annecy,
4456,Papeete,
4460,Ebebiyin,
4464,Kutaisi,
4468,Mainz,
4472,Sunyani,
4476,Gibraltar,
4480,Lamia,
4484,Qasigiannguit,
4488,Saint George's,
4492,Agana,
4496,Salama,
4500,Mali,
4504,Cacheu,
4508,Corriverton,
4512,Jeremie,
4516,Yoro,
4520,Hong Kong,
4524,Veszprem,
4528,Borgarnes,
4532,Panaji,
4536,Binjai,
4540,Yasuj,
4544,Dahuk,
4548,Ros Comain,
4552,Douglas,
4556,Ramla,
4560,Potenza,
4564,Touba,
4568,Lucea,
4572,Okayama,
4576,Al Mafraq,
4580,Turgay,
4584,Nyeri,
4588,Tarawa,
4592,Prizren,
4596,Hawalli,
4600,Tokmak,
4604,Ban Houayxay,
4608,Rezekne,
4612,B'abda,
4616,Teyateyaneng,
4620,Barclayville,
4624,Dirj,
4628,Vaduz,
4632,Panevezys,
4636,Diekirch,
4640,Macau,
4644,Tetovo,
4648,Sambava,
4652,Mzimba,
4656,Kangar,
4660,Male,
4664,Goundam,
4668,Valletta,
4672,Majuro,
4676,Fderik,
4680,Curepipe,
4684,Vicente Guerrero,
4688,Dubasari,
4692,Monaco,
4696,Suchboatar,
4700,Podgorica,
4704,Ksar El Kebir,
4708,Moatize,
4712,Loikaw,
4716,Omaruru,
4720,Sallyan,
4724,Assen,
4728,Noumea,
4732,Greymouth,
4736,Somoto,
4740,Goure,
4744,Umuahia,
4748,Sariwon,
4752,Kyrenia,
4756,Capitol Hill,
4760,Arendal,
4764,Alayat Samail,
4768,Parachinar,
4772,Koror,
4776,Ramallah,
4780,El Porvenir,
4784,Wabag,
4788,Mariscal Jose F. Estigarribia,
4792,Ferrenafe,
4796,San Carlos,
4800,Olsztyn,
4804,Aveiro,
4808,Ponce,
4812,Doha,
4816,Targu Jiu,
4820,Nazran,
4824,Gikongoro,
4828,Basseterre,
4832,Castries,
4836,Apia,
4840,San Marino,
4844,Santo Antonio,
4848,An Nabk,
4852,Fatick,
4856,Subotica,
4860,Victoria,
4864,Makeni,
4868,Singapore,
4872,Banska Bystrica,
4876,Maribor,
4880,Gizo,
4884,Xuddur,
4888,Laascaanood,
4892,Qacha's Nek,
4896,Grytviken,
4900,Eumseong,
4904,Bentiu,
4908,Merida,
4912,Trincomalee,
4916,Ed Damazin,
4920,Onverwacht,
4924,Piggs Peak,
4928,Falun,
4932,Delemont,
4936,Dar'a,
4940,Bade,
4944,Leninobod,
4948,Wete,
4952,Mae Hong Son,
4956,Freeport,
4960,Georgetown,
4964,Bassar,
4968,Neiafu,
4972,San Fernando,
4976,Medemine,
4980,Kirklareli,
4984,Gyzlarbat,
4988,Grand Turk,
4992,Funafuti,
4996,Kalangala,
5000,Mykolayiv,
5004,Umm al Qaywayn,
5008,Greenock,
5012,Faribault,
5016,Washington D.C.,
5020,Christiansted,
5024,Colonia del Sacramento,
5028,Khujayli,
5032,Luganville,
5036,Vatican City,
5040,San Carlos,
5044,Tay Ninh,
5048,Bir Lehlou,
5052,Al Bayda,
5056,,
5060,,
5064,,
5068,Gueckedou,
5072,,
5076,Dabola,
5080,Kerouane,
5084,Siguiri,
5088,Mamou,
5092,Kamsar,
5096,Fria,
5100,Macenta,
5104,Yomou,
5108,Faranah,
5112,Kissidougou,
5116,Labe,
5120,Boke,
5124,Kindia,
5128,Kankan,
5132,Nzerekore,
5136,Conakry,
5140,Cacheu,
5144,Farim,
5148,Fulacunda,
5152,Gabu,
5156,,
5160, Holiday Inn Express offers amenities like free high-speed Internet access,
5164,Bafata,
5168,Bissau,
5172,Corriverton,
5176,Ituni,
5180,Lethem,
5184,Kumaka,
5188,Bartica,
5192,Anna Regina,
5196,Linden,
5200,Mabaruma,
5204,New Amsterdam,
5208,Georgetown,
5212,Jeremie,
5216,Port-De-Paix,
5220,Hinche,
5224,Fort-Liberte,
5228,Jacmel,
5232,Les Cayes,
5236,Gonaives,
5240,Cap-Haitien,
5244,Port-au-Prince,
5248,Yoro,
5252,La Esperanza,
5256,La Paz,
5260,Santa Barbara,
5264,Gracias,
5268,Nueva Ocotepeque,
5272,Yuscaran,
5276,Roatan,
5280,Nacaome,
5284,Santa Rosa de Copan,
5288,Trujillo,
5292,Brus Laguna,
5296,Puerto Lempira,
5300,Juticalpa,
5304,Comayagua,
5308,Choluteca,
5312,La Ceiba,
5316,San Pedro Sula,
5320,Tegucigalpa,
5324,Hong Kong,
5328,Veszprem,
5332,Zalaegerszeg,
5336,Tatabanya,
5340,Szekszard,
5344,Salgotarjan,
5348,Bekescsaba,
5352,Eger,
5356,Szombathely,
5360,Kecskemet,
5364,Szekesfehervar,
5368,Nyiregyhaza,
5372,Pecs,
5376,Gyor,
5380,Kaposvar,
5384,Vac,
5388,Miskolc,
5392,Szeged,
5396,Debrecen,
5400,Szolnok,
5404,Budapest,
5408,Borgarnes,
5412,Egilsstadir,
5416,Saudarkrokur,
5420,Selfoss,
5424,Hofn,
5428,Isafjordur,
5432,Akureyi,
5436,Keflavik,
5440,Reykjavik,
5444,Panaji,
5448,Simla,
5452,Gurgaon,
5456,Sonipat,
5460,Rohtak,
5464,Hisar,
5468,Bhiwani,
5472,Ambala,
5476,Sopur,
5480,Silvassa,
5484,Kalyan,
5488,Bhusawal,
5492,Jorhat,
5496,Hoshiarpur,
5500,Ajmer,
5504,Hathras,
5508,Sitapur,
5512,Pilibhit,
5516,Budaun,
5520,Firozabad,
5524,Mathura,
5528,Bulandshahr,
5532, too pricey,
5536,Muzaffarnagar,
5540,Gangtok,
5544,Diu,
5548,Pathankot,
5552,Sirsa,
5556,Panipat,
5560,Karnal,
5564,Baramula,
5568,Proddatur,
5572,Nandyal,
5576,Hindupur,
5580,Tirupati,
5584,Ongole,
5588,Vizianagaram,
5592,Rajahmundry,
5596,Machilipatnam,
5600,Khammam,
5604,Chirala,
5608,Karimnagar,
5612,Nizamabad,
5616,Kollam,
5620,Alappuzha,
5624,Puri,
5628,Sambalpur,
5632,Raurkela,
5636,Kavaratti,
5640,Mandya,
5644,Kolar,
5648,Shimoga,
5652,Raichur,
5656,Hospet,
5660,Bidar,
5664,Sangli,
5668,Parbhani,
5672,Malegaon,
5676,Port Blair,
5680,Tezpur,
5684,Silchar,
5688,Kohima,
5692,Shillong,
5696,Abohar,
5700,Patiala,
5704,Bhilwara,
5708,Pali,
5712,Tonk,
5716,Sikar,
5720,Bikaner,
5724,Bharatpur,
5728,Alwar,
5732,Fatehpur,
5736,Faizabad,
5740,Bahraich,
5744,Mirzapur,
5748,Jhansi,
5752,Shahjahanpur,
5756,Rampur,
5760,Bareilly,
5764,Etawah,
5768,Dehra Dun,
5772,Haora,
5776,Alipur Duar,
5780,Mariehamn,
5784,Kruje,
5788,Jijel,
5792,Pago Pago,
5796,Andorra,
5800,Mucusso,
5804,de Noviembre,
5808,Ashtarak,
5812,Oranjestad,
5816,Central Coast,
5820,Bregenz,
5824,Gadabay,
5828,Manama,
5832,Tangail,
5836,Bridgetown,
5840,Baranavichy,
5844,Mons,
5848,El Cayo,
5852,Lokossa,
5856,Hamilton,
5860,Paro,
5864,Punata,
5868,Zenica,
5872,Mochudi,
5876,Grajau,
5880,Bandar Seri Begawan,
5884,Lovec,
5888,Fada Ngourma,
5892,Cankuzo,
5896,Kampong Spoe,
