1756,Fairfield Inn By Marriott Binghamton,3,Very convenient,Medemine
1760,Fairfield Inn By Marriott Binghamton,1,Don't stay here.,Kirklareli
1764,Fairfield Inn By Marriott Binghamton,4,Great bed and clean.,Gyzlarbat
1768,Fairfield Inn By Marriott Binghamton,4,Overall good,Grand Turk
1772,Fairfield Inn By Marriott Binghamton,4,passing through from cooperstown to baltimore,Funafuti
1776,Fairfield Inn By Marriott Binghamton,4,Enjoyable,Kalangala
1780,Fairfield Inn By Marriott Binghamton,4,Great hotel - great location,Mykolayiv
1784,Fairfield Inn By Marriott Binghamton,5,Good hotel.,Umm al Qaywayn
1788,Fairfield Inn By Marriott Binghamton,5,Good hotel.,Greenock
1792,Fairfield Inn By Marriott Binghamton,5,Best in Binghamton!,Faribault
1796,Fairfield Inn By Marriott Binghamton,2,Not worth the price.,Washington D.C.
1800,Fairfield Inn By Marriott Binghamton,5,Highly recommended!!,Christiansted
1804,Fairfield Inn By Marriott Binghamton,5,Highly recommended!!,Colonia del Sacramento
1808,Fairfield Inn By Marriott Binghamton,4,Highly recommended!!,Khujayli
1812,Fairfield Inn By Marriott Binghamton,4,Lobby under renovation,Luganville
1816,Fairfield Inn By Marriott Binghamton,5,Lobby under renovation,Vatican City
1820,Fairfield Inn By Marriott Binghamton,4,"large, clean and comfortable room.",San Carlos
1824,Fairfield Inn By Marriott Binghamton,5,Great location and excellent staff,Tay Ninh
1828,Fairfield Inn By Marriott Binghamton,4,A-OK,Bir Lehlou
1832,Fairfield Inn By Marriott Binghamton,3,"Room good, but front desk MIA and sketchy lobby",Al Bayda
1836,Fairfield Inn By Marriott Binghamton,4,"Room good, but front desk MIA and sketchy lobby",Kawambwa
1840,Fairfield Inn By Marriott Binghamton,5,"Room good, but front desk MIA and sketchy lobby",Mazowe
1844,Fairfield Inn By Marriott Binghamton,5,"Room good, but front desk MIA and sketchy lobby",Beyla
1848,Fairfield Inn By Marriott Binghamton,4,"Room good, but front desk MIA and sketchy lobby",Gueckedou
1852,Fairfield Inn By Marriott Binghamton,4,Easy access to Highway,Dinguiraye
1856,Fairfield Inn By Marriott Binghamton,5,Easy access to Highway,Dabola
1860,Fairfield Inn By Marriott Binghamton,4,Easy access to Highway,Kerouane
1864,Fairfield Inn By Marriott Binghamton,4,Nice stay,Siguiri
1868,Fairfield Inn By Marriott Binghamton,5,Quiet and convenient hotel,Mamou
1872,Fairfield Inn By Marriott Binghamton,5,Quiet and convenient hotel,Kamsar
1876,Fairfield Inn By Marriott Binghamton,5,A long awaited getaway to Binghamton!,Fria
1880,Fairfield Inn By Marriott Binghamton,3,Staff less than energized,Macenta
1884,Fairfield Inn By Marriott Binghamton,4,Staff less than energized,Yomou
1888,Fairfield Inn By Marriott Binghamton,5,EXCELLENT HOTEL FOR THE PRICE,Faranah
1892,Fairfield Inn By Marriott Binghamton,4,Comfortable,Kissidougou
1896,Fairfield Inn By Marriott Binghamton,4,Comfortable,Labe
1900,Fairfield Inn By Marriott Binghamton,4,Convenient location. Friendly service.,Boke
1904,Fairfield Inn By Marriott Binghamton,3,Convenient location. Friendly service.,Kindia
1908,Fairfield Inn By Marriott Binghamton,5,"Nice hotel, friendly staff, comfortable room",Kankan
1912,Fairfield Inn By Marriott Binghamton,5,"Nice hotel, friendly staff, comfortable room",Nzerekore
1916,Fairfield Inn By Marriott Binghamton,3,Nice hotel. Nice staff,Conakry
1920,Fairfield Inn By Marriott Binghamton,5,Excellent,Cacheu
1924,Fairfield Inn By Marriott Binghamton,4,Excellent,Farim
1928,Fairfield Inn By Marriott Binghamton,3,Room smelled very musty.,Fulacunda
1932,Fairfield Inn By Marriott Binghamton,3,Room smelled very musty.,Gabu
1936,Fairfield Inn By Marriott Binghamton,4,Nice hotel,Catio
1940,Fairfield Inn By Marriott Binghamton,5,Comfortable stay,Bolama
1944,Fairfield Inn By Marriott Binghamton,5,Best stay in ages!,Bafata
1948,Fairfield Inn By Marriott Binghamton,4,Great Staff,Bissau
1952,Fairfield Inn By Marriott Binghamton,4,Great Staff,Corriverton
1956,La Quinta,1,This hotel is a dump! Upon ch...,Lethem
1960,Days Inn El Reno Ok,3,"Hotels not bad, but not for an extended stay.",Kumaka
1964,Days Inn El Reno Ok,2,"Hotels not bad, but not for an extended stay.",Bartica
1968,Days Inn El Reno Ok,3,"Hotels not bad, but not for an extended stay.",Anna Regina
1972,Days Inn El Reno Ok,5,"Hotels not bad, but not for an extended stay.",Linden
1976,Days Inn El Reno Ok,3,"Hotels not bad, but not for an extended stay.",Mabaruma
1980,Days Inn El Reno Ok,3,It did the job !,New Amsterdam
1984,Days Inn El Reno Ok,4,Convenient Location,Georgetown
1988,Days Inn El Reno Ok,4,Decent Place,Jeremie
1992,Days Inn El Reno Ok,1,Decent Place,Port-De-Paix
1996,Days Inn El Reno Ok,3,Noisy,Hinche
2000,Days Inn El Reno Ok,5,Noisy,Fort-Liberte
2004,Days Inn El Reno Ok,1,Disgusting,Jacmel
2008,Days Inn El Reno Ok,2,Disgusting,Les Cayes
2012,Days Inn El Reno Ok,2,Old smelly rooms,Gonaives
2016,Days Inn El Reno Ok,3,DaysInn,Cap-Haitien
2020,Days Inn El Reno Ok,4,DaysInn,Port-au-Prince
2024,Days Inn El Reno Ok,3,Route 66 relic,Yoro
2028,Days Inn El Reno Ok,3,good place,La Esperanza
2032,Days Inn El Reno Ok,3,good place,La Paz
2036,Days Inn El Reno Ok,5,Great place to stay in the elreno,Santa Barbara
2040,Days Inn El Reno Ok,3,Days in,Gracias
2044,Days Inn El Reno Ok,1,mich tourist,Nueva Ocotepeque
2048,Days Inn El Reno Ok,4,Great! WELL ABOVE AVERAGE!,Yuscaran
2052,Days Inn El Reno Ok,4,Clean and comfortable,Roatan
2056,Days Inn El Reno Ok,2,Clueless,Nacaome
2060,Days Inn El Reno Ok,5,A good place to stay,Santa Rosa de Copan
2064,Days Inn El Reno Ok,1,terible dirty buggy,Trujillo
2068,Days Inn El Reno Ok,3,Not the best stay..,Brus Laguna
2072,Days Inn El Reno Ok,1,Travel On,Puerto Lempira
2076,Days Inn El Reno Ok,4,Great Place to Stay,Juticalpa
2080,Days Inn El Reno Ok,2,Great Place to Stay,Comayagua
2084,Berney Fly Bed and Breakfast,5,Comfortable and safe,La Ceiba
2088,Berney Fly Bed and Breakfast,3,"Pleasant garden, no wifi in poolside room",San Pedro Sula
2092,Berney Fly Bed and Breakfast,5,Berney Fly Bed Breakfast,Tegucigalpa
2096,Berney Fly Bed and Breakfast,5,"Nice location, knowledgeable host. Good price.",Hong Kong
2100,Berney Fly Bed and Breakfast,3,Not bad,Veszprem
2104,Berney Fly Bed and Breakfast,5,"Peaceful Atmosphere, Knowledgeable Considerate Host, Lovely Historic Home!",Zalaegerszeg
2108,Berney Fly Bed and Breakfast,5,Lovely Place,Tatabanya
2112,Berney Fly Bed and Breakfast,5,One of my very favorite BBs in the country,Szekszard
2116,Berney Fly Bed and Breakfast,5,Wonderful BB.,Salgotarjan
2120,Berney Fly Bed and Breakfast,5,Stunning place to stay,Bekescsaba
2124,Berney Fly Bed and Breakfast,5,Great place to stay,Eger
2128,Berney Fly Bed and Breakfast,5,Charming place in good location,Szombathely
2132,Berney Fly Bed and Breakfast,5,Lovely place,Kecskemet
2136,Berney Fly Bed and Breakfast,4,"Long Live the Berney FLY Bed n Breakfast,....HISTORICAL SPOT",Szekesfehervar
2140,Berney Fly Bed and Breakfast,5,Great location and Great hospitality!,Nyiregyhaza
2144,Berney Fly Bed and Breakfast,4,Great historic house,Pecs
2148,Berney Fly Bed and Breakfast,5,recent trip to mobile,Gyor
2152,Berney Fly Bed and Breakfast,5,Nice place,Kaposvar
2156,Berney Fly Bed and Breakfast,5,Perfect place to stay in the heart of Mobile,Vac
2160,Berney Fly Bed and Breakfast,5,Excellent Customer Service,Miskolc
2164,Berney Fly Bed and Breakfast,5,Dont miss this opportunity,Szeged
2168,Berney Fly Bed and Breakfast,1,Don't expect good customer service!,Debrecen
2172,Berney Fly Bed and Breakfast,5,"Beautiful home, great value, exceptional host,",Szolnok
2176,Berney Fly Bed and Breakfast,5,"Beautiful home, great value, exceptional host,",Budapest
2180,Berney Fly Bed and Breakfast,5,Comfortable BB,Borgarnes
2184,Berney Fly Bed and Breakfast,4,Charming BB,Egilsstadir
2188,Berney Fly Bed and Breakfast,3,A intersting property with lots of potential,Saudarkrokur
2192,Berney Fly Bed and Breakfast,5,Vacation,Selfoss
2196,Berney Fly Bed and Breakfast,5,Perfect location. Southern Hospitality.,Hofn
2200,Berney Fly Bed and Breakfast,4,Comfortable BB,Isafjordur
2204,Berney Fly Bed and Breakfast,5,Just Lovely,Akureyi
2208,Berney Fly Bed and Breakfast,5,Just Lovely,Keflavik
2212,Berney Fly Bed and Breakfast,4,Looking for a romantic place to stay in Mobile,Reykjavik
2216,Berney Fly Bed and Breakfast,4,"Very Comfortable, Clean, and Friendly",Panaji
2220,Berney Fly Bed and Breakfast,4,"Very Comfortable, Clean, and Friendly",Simla
2224,Berney Fly Bed and Breakfast,5,Fantastic!,Gurgaon
2228,Berney Fly Bed and Breakfast,5,"Great place, thank you Steven!!!",Sonipat
2232,Polynesian Plaza,3,Average,Rohtak
2236,Polynesian Plaza,3,Location!,Hisar
2240,Polynesian Plaza,2,IN SEVERE NEED OF UPDATE - OVERHAUL,Bhiwani
2244,Polynesian Plaza,1,Advertisement Sham,Ambala
2248,Polynesian Plaza,5,Friendly staff and centrally located,Sopur
2252,Polynesian Plaza,3,Location,Silvassa
2256,Polynesian Plaza,4,Perfect for Us,Kalyan
2260,Polynesian Plaza,4,"Affordable, Clean, Friendly Hotel in a Great Location",Bhusawal
2264,Polynesian Plaza,3,A hidden gem in many ways,Jorhat
2268,Polynesian Plaza,1,Unprofessional,Hoshiarpur
2272,Polynesian Plaza,1,Rooms,Ajmer
2276,Polynesian Plaza,4,Close to everything in Waikiki,Hathras
2280,Polynesian Plaza,5,Combines great price with amazing location.,Sitapur
2284,Polynesian Plaza,4,Outdated but friendly,Pilibhit
2288,Polynesian Plaza,4,Dated but in a great location,Budaun
2292,Polynesian Plaza,4,Dated but in a great location,Firozabad
2296,Polynesian Plaza,3,Well the location is nice,Mathura
2300,Polynesian Plaza,4,"Polynesian Plaza, Honolulu",Bulandshahr
2304,Polynesian Plaza,2,Very much a budget place,Hapur
2308,Polynesian Plaza,4,"Dated,but well located,well appointed and inexpensive",Muzaffarnagar
2312,Polynesian Plaza,1,worst ever !,Gangtok
2316,Hotel Vier Jahreszeiten KÜhlungsborn,5,Sch��ner Kurzurlaub,Diu
2320,Hotel Vier Jahreszeiten KÜhlungsborn,3,Hotel in sehr guter Lage,Pathankot
2324,Hotel Vier Jahreszeiten KÜhlungsborn,5,Super Hotel in Strandn��he!,Sirsa
2328,Hotel Vier Jahreszeiten KÜhlungsborn,5,Great hotel to relax,Panipat
2332,Hotel Vier Jahreszeiten KÜhlungsborn,3,zentral gelegenes Hotel,Karnal
2336,Hotel Vier Jahreszeiten KÜhlungsborn,4,kleines Wellness Idyll in hervorragender Lage,Baramula
2340,Hotel Vier Jahreszeiten KÜhlungsborn,4,Gesamtpaket : sehr zu empfehlen,Proddatur
2344,Hotel Vier Jahreszeiten KÜhlungsborn,4,Gesamtpaket : sehr zu empfehlen,Nandyal
2348,Hotel Vier Jahreszeiten KÜhlungsborn,3,Hotel ansonsten nicht schlecht,Hindupur
2352,Hotel Vier Jahreszeiten KÜhlungsborn,4,Top Wellness Hotel,Tirupati
2356,Hotel Vier Jahreszeiten KÜhlungsborn,4,Ostsee wie immer!,Ongole
2360,Hotel Vier Jahreszeiten KÜhlungsborn,3,H��bsches Hotel in Strandn��he,Vizianagaram
2364,Hotel Vier Jahreszeiten KÜhlungsborn,4,Wellness und Strand,Rajahmundry
2368,Hotel Vier Jahreszeiten KÜhlungsborn,1,Hotel zum letzten Loch,Machilipatnam
2372,Hotel Vier Jahreszeiten KÜhlungsborn,5,Top Hotel aan het strand,Khammam
2376,Hotel Vier Jahreszeiten KÜhlungsborn,4,Erholsamer Urlaub...,Chirala
2380,Hotel Vier Jahreszeiten KÜhlungsborn,5,"Sehr sch��n ruhig gelegen, trotzdem nahe am Zentrum",Karimnagar
2384,Hotel Vier Jahreszeiten KÜhlungsborn,5,"h��bsches, ruhiges Hotel 2 min bis zum Strand",Nizamabad
2388,Hotel Vier Jahreszeiten KÜhlungsborn,4,"h��bsches, ruhiges Hotel 2 min bis zum Strand",Kollam
2392,Hotel Vier Jahreszeiten KÜhlungsborn,4,Sehr sch��nes Hotel in Str��nde mit kleinen M��ngeln,Alappuzha
2396,Hotel Vier Jahreszeiten KÜhlungsborn,4,"Sehr sch��nes Hotel , aber..",Puri
