Roseau,Dominica,March,1,DMA921
Sabaneta,Dominican Republic,December,9,DOM488
Dili,East Timor,September,8,TLS841
Puyo,Ecuador,March,3,ECU500
Shibin el Kom,Egypt,March,4,EGY124
Ahuachapan,El Salvador,November,7,SLV856
Evinayong,Equatorial Guinea,April,1,GNQ227
Tessenei,Eritrea,February,9,ERI936
Haapsalu,Estonia,May,1,EST437
Awasa,Ethiopia,May,5,ETH407
Fox Bay,Falkland Islands,July,1,FLK858
Klaksvik,Faroe Islands,August,9,FRO237
Palikir,Federated States of Micronesia,April,3,FSM818
Nandi,Fiji,September,3,FJI11
Hameenlinna,Finland,January,9,FIN776
Annecy,France,May,3,FRA763
Papeete,French Polynesia,June,8,PYF606
Ebebiyin,Gabon,May,4,GAB818
Kutaisi,Georgia,January,8,GEO369
Mainz,Germany,October,7,DEU996
Sunyani,Ghana,September,3,GHA470
Gibraltar,Gibraltar,December,0,GBR499
Lamia,Greece,May,5,GRC644
Qasigiannguit,Greenland,July,5,GRD139
Saint George's,Grenada,March,6,GRE669
Agana,Guam,March,2,GUM464
Salama,Guatemala,February,7,GUA355
Mali,Guinea,May,8,GUI611
Cacheu,Guinea Bissau,March,8,GUB299
Corriverton,Guyana,April,6,GUY568
Jeremie,Haiti,May,2,HAI311
Yoro,Honduras,November,5,HON801
Hong Kong,Hong Kong S.A.R.,February,0,HKG878
Veszprem,Hungary,June,0,HUN736
Borgarnes,Iceland,May,6,ICE522
Panaji,India,June,8,IND416
Binjai,Indonesia,July,8,INA924
Yasuj,Iran,October,2,IRN624
Dahuk,Iraq,January,6,IRQ452
Ros Comain,Ireland,December,9,IRL550
Douglas,Isle of Man,September,1,ISM973
Ramla,Israel,December,1,ISR930
Potenza,Italy,February,4,ITA660
Touba,Ivory Coast,April,9,IVC981
Lucea,Jamaica,December,6,JAM959
Okayama,Japan,October,3,JPN668
Al Mafraq,Jordan,March,5,JOR926
Turgay,Kazakhstan,March,4,KZH340
Nyeri,Kenya,November,4,KEY376
Tarawa,Kiribati,July,6,KIR107
Prizren,Kosovo,October,6,KOS179
Hawalli,Kuwait,July,7,KUW412
Tokmak,Kyrgyzstan,May,2,KYG659
Ban Houayxay,Laos,October,6,LAO210
Rezekne,Latvia,July,7,LAT206
B'abda,Lebanon,October,3,LEB372
Teyateyaneng,Lesotho,February,5,LES819
Barclayville,Liberia,August,1,LIB904
Dirj,Libya,August,1,LBY940
Vaduz,Liechtenstein,December,5,LIE228
Panevezys,Lithuania,December,0,LIT984
Diekirch,Luxembourg,November,0,LXB224
Macau,Macau S.A.R,November,9,MAU396
Tetovo,Macedonia,February,0,MAC84
Sambava,Madagascar,May,2,MAD672
Mzimba,Malawi,March,5,MAW385
Kangar,Malaysia,March,9,MYL640
Male,Maldives,March,8,MDL713
Goundam,Mali,March,0,MAL524
Valletta,Malta,March,9,MAA581
Majuro,Marshall Islands,April,6,MAI732
Fderik,Mauritania,August,4,MAN4
Curepipe,Mauritius,December,9,MAU273
Vicente Guerrero,Mexico,September,0,MEX255
Dubasari,Moldova,May,2,MOD579
Monaco,Monaco,May,3,MOC205
Suchboatar,Mongolia,June,7,MON504
Podgorica,Montenegro,February,1,MOG754
Ksar El Kebir,Morocco,July,9,MOR944
Moatize,Mozambique,November,2,MOZ506
Loikaw,Myanmar,September,1,MYN842
Omaruru,Namibia,January,8,NMB189
Sallyan,Nepal,May,8,NEP958
Assen,Netherlands,July,6,NTR808
Noumea,New Caledonia,February,8,NCA303
Greymouth,New Zealand,February,3,NZL648
Somoto,Nicaragua,July,4,NCG567
Goure,Niger,July,8,NGR529
Umuahia,Nigeria,September,6,NIG788
Sariwon,North Korea,June,9,PRK990
Kyrenia,Northern Cyprus,August,3,NCY363
Capitol Hill,Northern Mariana Islands,June,3,NMI892
Arendal,Norway,July,5,NRW152
Alayat Samail,Oman,May,5,OMN188
Parachinar,Pakistan,October,9,PAK436
Koror,Palau,January,4,PAU921
Ramallah,Palestine,January,4,PAT28
El Porvenir,Panama,August,0,PAN748
Wabag,Papua New Guinea,May,2,PNG794
Mariscal Jose F. Estigarribia,Paraguay,October,9,PRG43
Ferrenafe,Peru,December,2,PER428
San Carlos,Philippines,April,0,PHP681
Olsztyn,Poland,December,8,POL159
Aveiro,Portugal,December,5,PTR134
Ponce,Puerto Rico,August,2,PRO215
Doha,Qatar,April,4,QTR629
Targu Jiu,Romania,February,4,ROM285
Nazran,Russia,February,3,RUS335
Gikongoro,Rwanda,October,0,RWN238
Basseterre,Saint Kitts and Nevis,December,9,SKN289
Castries,Saint Lucia,December,8,SLU292
Apia,Samoa,December,3,SAM144
San Marino,San Marino,October,0,SMA682
Santo Antonio,Sao Tome and Principe,September,1,STP569
An Nabk,Saudi Arabia,March,2,SAU261
Fatick,Senegal,July,0,SEN117
Subotica,Serbia,April,1,SER81
Victoria,Seychelles,October,0,SYC425
Makeni,Sierra Leone,September,7,SLE677
Singapore,Singapore,July,0,SGP626
Banska Bystrica,Slovakia,May,7,SLO614
Maribor,Slovenia,September,5,SLO358
Gizo,Solomon Islands,September,6,SOS100
Xuddur,Somalia,July,6,SOM994
Laascaanood,Somaliland,May,2,SOI578
Qacha's Nek,South Africa,February,6,ZSA290
Grytviken,South Georgia and the Islands,December,0,SGI51
Eumseong,South Korea,January,1,KOR593
Bentiu,South Sudan,February,7,SSU312
Merida,Spain,November,4,ESP355
Trincomalee,Sri Lanka,September,0,SRL412
Ed Damazin,Sudan,April,0,SUD969
Onverwacht,Suriname,October,4,SUR355
Piggs Peak,Swaziland,June,0,SWZ433
Falun,Sweden,April,8,SWE338
Delemont,Switzerland,November,0,SWI284
Dar'a,Syria,September,7,SYR606
Bade,Taiwan,May,9,TWN237
Leninobod,Tajikistan,October,9,TAJ217
Wete,Tanzania,July,5,TAN783
Mae Hong Son,Thailand,February,8,THA873
Freeport,The Bahamas,June,9,BAH483
Georgetown,The Gambia,August,8,GAM757
Bassar,Togo,November,1,TOG729
Neiafu,Tonga,January,9,TOG618
San Fernando,Trinidad and Tobago,November,5,TAT388
Medemine,Tunisia,July,3,TUN157
Kirklareli,Turkey,February,3,TUR358
Gyzlarbat,Turkmenistan,November,9,TKM417
Grand Turk,Turks and Caicos Islands,August,9,TCI363
Funafuti,Tuvalu,November,4,TVL173
Kalangala,Uganda,August,1,UGN462
Mykolayiv,Ukraine,July,0,UKR292
Umm al Qaywayn,United Arab Emirates,August,7,UAE115
Greenock,United Kingdom,June,7,GRB574
Faribault,United States of America,December,7,USA951
Washington D.C.,United States of America,April,1,USA537
Christiansted,United States Virgin Islands,September,4,UVG30
Colonia del Sacramento,Uruguay,March,5,URG81
Khujayli,Uzbekistan,May,6,UZB2
Luganville,Vanuatu,April,9,VNT796
Vatican City,Vatican (Holy Sea),May,8,VAT580
San Carlos,Venezuela,July,1,VEN970
Tay Ninh,Vietnam,July,2,VNM379
Bir Lehlou,Western Sahara,October,5,WSA536
Al Bayda,Yemen,January,6,YMN483
Kawambwa,Zambia,December,9,ZMB857
Mazowe,Zimbabwe,May,9,ZMV911
Beyla,Guinea,December,0,GUI236
Gueckedou,Guinea,May,8,GUI105
Dinguiraye,Guinea,April,9,GUI244
Dabola,Guinea,April,5,GUI934
Kerouane,Guinea,August,5,GUI955
Siguiri,Guinea,July,9,GUI768
Mamou,Guinea,October,8,GUI805
Kamsar,Guinea,November,2,GUI982
Fria,Guinea,June,0,GUI93
Macenta,Guinea,March,6,GUI593
Yomou,Guinea,July,3,GUI543
Faranah,Guinea,July,4,GUI713
Kissidougou,Guinea,December,7,GUI762
Labe,Guinea,December,8,GUI919
Boke,Guinea,March,2,GUI294
Kindia,Guinea,June,6,GUI235
Kankan,Guinea,February,1,GUI153
Nzerekore,Guinea,December,3,GUI328
Conakry,Guinea,October,1,GUI710
Cacheu,Guinea Bissau,July,7,GUB836
Farim,Guinea Bissau,December,5,GUB90
Fulacunda,Guinea Bissau,March,0,GUB904
Gabu,Guinea Bissau,December,1,GUB633
Catio,Guinea Bissau,October,9,GUB73
Bolama,Guinea Bissau,January,1,GUB805
Bafata,Guinea Bissau,November,8,GUB503
Bissau,Guinea Bissau,October,6,GUB195
Corriverton,Guyana,December,9,GUY120
Ituni,Guyana,August,6,GUY763
Lethem,Guyana,October,6,GUY981
Kumaka,Guyana,February,0,GUY36
Bartica,Guyana,December,0,GUY518
Anna Regina,Guyana,April,2,GUY532
Linden,Guyana,May,9,GUY321
Mabaruma,Guyana,March,4,GUY172
New Amsterdam,Guyana,December,4,GUY40
Georgetown,Guyana,April,2,GUY398
Jeremie,Haiti,November,3,HAI347
Port-De-Paix,Haiti,July,0,HAI573
Hinche,Haiti,March,9,HAI522
Fort-Liberte,Haiti,April,4,HAI82
Jacmel,Haiti,April,2,HAI204
Les Cayes,Haiti,November,3,HAI898
Gonaives,Haiti,July,0,HAI278
Cap-Haitien,Haiti,August,2,HAI262
Port-au-Prince,Haiti,April,1,HAI848
Yoro,Honduras,August,4,HON272
La Esperanza,Honduras,July,4,HON335
La Paz,Honduras,October,7,HON365
Santa Barbara,Honduras,April,1,HON776
Gracias,Honduras,October,8,HON701
Nueva Ocotepeque,Honduras,August,3,HON933
Yuscaran,Honduras,December,9,HON728
Roatan,Honduras,March,7,HON720
Nacaome,Honduras,January,8,HON334
Santa Rosa de Copan,Honduras,November,1,HON376
Trujillo,Honduras,July,5,HON52
Brus Laguna,Honduras,December,9,HON559
Puerto Lempira,Honduras,March,0,HON16
Juticalpa,Honduras,May,9,HON539
Comayagua,Honduras,January,8,HON109
Choluteca,Honduras,October,1,HON114
La Ceiba,Honduras,July,9,HON426
San Pedro Sula,Honduras,August,7,HON223
Tegucigalpa,Honduras,August,1,HON532
Hong Kong,Hong Kong S.A.R.,March,1,HKG875
Veszprem,Hungary,July,9,HUN590
Zalaegerszeg,Hungary,November,0,HUN131
Tatabanya,Hungary,October,7,HUN494
Szekszard,Hungary,June,1,HUN603
Salgotarjan,Hungary,September,3,HUN982
Bekescsaba,Hungary,June,7,HUN415
Eger,Hungary,May,5,HUN404
Szombathely,Hungary,November,2,HUN551
Kecskemet,Hungary,October,2,HUN134
Szekesfehervar,Hungary,October,6,HUN415
Nyiregyhaza,Hungary,February,8,HUN595
Pecs,Hungary,August,2,HUN297
Gyor,Hungary,April,6,HUN154
Kaposvar,Hungary,June,9,HUN587
Vac,Hungary,January,2,HUN21
Miskolc,Hungary,July,3,HUN860
Szeged,Hungary,July,1,HUN685
Debrecen,Hungary,November,5,HUN930
Szolnok,Hungary,July,3,HUN314
Budapest,Hungary,May,6,HUN820
Borgarnes,Iceland,January,5,ICE528
Egilsstadir,Iceland,August,5,ICE490
Saudarkrokur,Iceland,September,0,ICE618
Selfoss,Iceland,December,7,ICE928
Hofn,Iceland,July,1,ICE310
Isafjordur,Iceland,August,8,ICE225
Akureyi,Iceland,December,0,ICE437
Keflavik,Iceland,June,8,ICE722
Reykjavik,Iceland,April,0,ICE657
Panaji,India,October,7,IND126
Simla,India,June,1,IND651
Gurgaon,India,October,0,IND528
Sonipat,India,April,8,IND888
Rohtak,India,November,3,IND577
Hisar,India,July,6,IND199
Bhiwani,India,May,1,IND87
Ambala,India,October,9,IND657
Sopur,India,November,2,IND17
Silvassa,India,June,5,IND368
Kalyan,India,March,4,IND195
Bhusawal,India,January,5,IND266
Jorhat,India,May,4,IND528
Hoshiarpur,India,September,3,IND278
Ajmer,India,October,5,IND672
Hathras,India,July,5,IND0
Sitapur,India,June,7,IND283
Pilibhit,India,May,7,IND382
Budaun,India,June,3,IND334
Firozabad,India,August,4,IND421
Mathura,India,December,5,IND957
Bulandshahr,India,March,1,IND762
Hapur,India,May,1,IND716
Muzaffarnagar,India,January,0,IND662
Gangtok,India,March,9,IND217
Diu,India,July,3,IND15
Pathankot,India,July,1,IND364
Sirsa,India,March,3,IND491
Panipat,India,September,7,IND537
Karnal,India,December,8,IND871
Baramula,India,September,7,IND856
Proddatur,India,November,1,IND970
Nandyal,India,January,5,IND511
Hindupur,India,June,7,IND361
Tirupati,India,December,1,IND112
Ongole,India,September,6,IND638
Vizianagaram,India,April,4,IND489
Rajahmundry,India,May,4,IND104
Machilipatnam,India,April,9,IND141
Khammam,India,September,8,IND969
Chirala,India,May,0,IND956
Karimnagar,India,May,0,IND649
Nizamabad,India,November,5,IND314
Kollam,India,July,6,IND183
Alappuzha,India,April,9,IND535
Puri,India,January,1,IND393
Sambalpur,India,July,9,IND109
Raurkela,India,August,3,IND264
Kavaratti,India,April,8,IND295
Mandya,India,June,3,IND833
Kolar,India,March,9,IND355
Shimoga,India,December,3,IND468
Raichur,India,September,0,IND933
Hospet,India,August,6,IND171
Bidar,India,November,7,IND140
Sangli,India,October,1,IND761
Parbhani,India,March,3,IND50
Malegaon,India,September,4,IND75
Port Blair,India,May,2,IND624
Tezpur,India,August,9,IND289
Silchar,India,May,9,IND238
Kohima,India,August,6,IND383
Shillong,India,December,3,IND343
Abohar,India,January,6,IND981
Patiala,India,April,6,IND11
Bhilwara,India,December,2,IND192
Pali,India,June,2,IND868
Tonk,India,August,2,IND174
Sikar,India,December,8,IND216
Bikaner,India,December,7,IND487
Bharatpur,India,May,3,IND957
Alwar,India,November,5,IND933
Fatehpur,India,October,6,IND418
Faizabad,India,October,3,IND726
Bahraich,India,March,0,IND393
Mirzapur,India,February,8,IND305
Jhansi,India,March,9,IND559
Shahjahanpur,India,November,0,IND562
Rampur,India,May,9,IND280
Bareilly,India,June,2,IND10
Etawah,India,May,6,IND583
Dehra Dun,India,February,0,IND708
Haora,India,August,8,IND557
Alipur Duar,India,June,1,IND710
